,Code,Toan,NguVan,NgoaiNgu,VatLi,HoaHoc,SinhHoc,KHTN,DiaLi,LichSu,GDCD,KHXH,KhoiA00,KhoiA01,KhoiB00,KhoiC00,KhoiD00,KhoiD07
2229,53002230,8.2,9.5,8.0,7.5,5.0,7.25,6.58,,,,,20.7,23.7,20.45,,25.7,21.2
2230,53002231,5.4,6.58,,,,,,6.0,4.5,,,,,,17.08,,
2231,53002232,6.2,7.0,3.8,4.25,5.5,4.0,4.58,,,,,15.95,14.25,15.7,,17.0,15.5
2232,53002233,6.8,7.25,5.0,6.5,6.5,5.0,6.0,,,,,19.8,18.3,18.3,,19.05,18.3
2233,53002234,4.4,7.5,4.6,,,,,5.5,5.75,8.5,6.58,,,,18.75,16.5,
2234,53002235,4.4,5.0,4.8,,,,,5.75,5.75,8.25,6.58,,,,16.5,14.200000000000001,
2235,53002236,5.4,4.0,3.0,3.25,2.5,5.0,3.58,,,,,11.15,11.65,12.9,,12.4,10.9
2236,53002237,5.8,6.5,3.8,,,,,5.75,4.5,8.5,6.25,,,,16.75,16.1,
2237,53002238,5.8,6.0,3.8,,,,,5.75,5.75,7.25,6.25,,,,17.5,15.600000000000001,
2238,53002239,7.8,6.5,5.2,4.75,6.0,6.0,5.58,,,,,18.55,17.75,19.8,,19.5,19.0
2239,53002240,7.2,7.5,3.6,5.5,6.25,5.5,5.75,,,,,18.95,16.3,18.95,,18.3,17.05
2240,53002241,5.8,5.25,3.4,,,,,4.25,4.5,9.0,5.92,,,,14.0,14.45,
2241,53002242,7.8,7.25,4.2,5.25,3.5,5.0,4.58,,,,,16.55,17.25,16.3,,19.25,15.5
2242,53002243,7.0,7.0,6.0,,,,,6.25,6.25,9.5,7.33,,,,19.5,20.0,
2243,53002244,7.8,6.0,4.2,5.75,6.75,5.5,6.0,,,,,20.3,17.75,20.05,,18.0,18.75
2244,53002245,7.6,7.75,5.6,6.0,5.5,5.75,5.75,,,,,19.1,19.2,18.85,,20.95,18.7
2245,53002246,5.4,6.25,4.0,,,,,5.75,7.25,8.75,7.25,,,,19.25,15.65,
2246,53002247,6.8,6.75,8.6,7.0,6.5,7.5,7.0,,,,,20.3,22.4,20.8,,22.15,21.9
2247,53002248,6.8,5.5,3.4,,,,,5.5,4.0,8.0,5.83,,,,15.0,15.7,
2248,53002249,5.0,8.0,3.8,,,,,5.75,5.5,6.75,6.0,,,,19.25,16.8,
2249,53002250,7.0,9.25,6.8,6.75,6.5,8.25,7.17,,,,,20.25,20.55,21.75,,23.05,20.3
2250,53002251,6.6,6.75,4.0,6.5,6.25,6.5,6.42,,,,,19.35,17.1,19.35,,17.35,16.85
2251,53002252,5.0,8.5,5.6,3.25,4.75,5.75,4.58,,,,,13.0,13.85,15.5,,19.1,15.35
2252,53002253,7.6,8.0,4.4,,,,,8.0,8.25,9.0,8.42,,,,24.25,20.0,
2253,53002254,5.0,7.5,5.0,,,,,5.25,5.25,9.25,6.58,,,,18.0,17.5,
2254,53002255,5.0,7.25,5.2,,,,,5.5,5.5,8.75,6.58,,,,18.25,17.45,
2255,53002256,6.8,6.75,3.6,,,,,7.75,6.0,9.5,7.75,,,,20.5,17.15,
2256,53002257,5.6,7.75,3.2,,,,,8.25,7.75,9.5,8.5,,,,23.75,16.549999999999997,
2257,53002258,6.0,7.0,3.2,,,,,6.0,6.75,7.75,6.83,,,,19.75,16.2,
2258,53002259,5.2,6.5,2.6,,,,,6.5,5.75,9.25,7.17,,,,18.75,14.3,
2259,53002260,6.8,6.25,5.0,5.5,7.25,7.25,6.67,,,,,19.55,17.3,21.3,,18.05,19.05
2260,53002261,6.0,6.5,5.8,,,,,7.5,7.0,8.5,7.67,,,,21.0,18.3,
2261,53002262,4.4,6.0,2.0,,,,,5.75,3.75,7.25,5.58,,,,15.5,12.4,
2262,53002263,6.0,5.0,3.2,,,,,3.5,3.5,8.25,5.08,,,,12.0,14.2,
2263,53002264,6.4,5.5,3.8,5.75,4.75,5.5,5.33,,,,,16.9,15.950000000000001,16.65,,15.700000000000001,14.950000000000001
2264,53002265,6.6,5.75,3.0,,,,,6.25,5.5,8.0,6.58,,,,17.5,15.35,
2265,53002266,6.6,8.25,4.6,,,,,6.0,4.5,9.5,6.67,,,,18.75,19.45,
2266,53002267,6.0,7.75,5.2,,,,,6.75,6.0,8.75,7.17,,,,20.5,18.95,
2267,53002268,5.8,7.25,2.6,,,,,6.0,5.75,8.25,6.67,,,,19.0,15.649999999999999,
2268,53002269,6.2,7.5,5.2,,,,,6.75,6.25,8.0,7.0,,,,20.5,18.9,
2269,53002270,7.4,6.0,5.2,6.25,7.75,8.0,7.33,,,,,21.4,18.85,23.15,,18.6,20.35
2270,53002271,5.2,6.75,2.6,,,,,5.0,5.0,7.25,5.75,,,,16.75,14.55,
2271,53002272,7.8,8.0,5.8,7.0,6.25,7.75,7.0,,,,,21.05,20.6,21.8,,21.6,19.85
2272,53002273,4.4,7.25,6.2,,,,,4.5,4.25,8.5,5.75,,,,16.0,17.85,
2273,53002274,5.2,7.25,2.8,,,,,4.5,4.5,8.25,5.75,,,,16.25,15.25,
2274,53002275,6.0,6.75,3.0,5.5,5.0,5.25,5.25,,,,,16.5,14.5,16.25,,15.75,14.0
2275,53002276,8.0,8.5,4.6,,,,,7.5,8.5,9.5,8.5,,,,24.5,21.1,
2276,53002277,4.6,6.25,2.8,,,,,6.25,4.75,8.0,6.33,,,,17.25,13.65,
2277,53002278,3.8,6.5,4.2,,,,,5.75,4.75,8.5,6.33,,,,17.0,14.5,
2278,53002279,6.0,6.42,2.8,,,,,7.0,5.5,7.75,6.75,,,,18.92,15.219999999999999,
2279,53002280,5.0,8.25,3.8,,,,,7.5,5.5,9.25,7.42,,,,21.25,17.05,
2280,53002281,6.0,8.5,3.0,,,,,5.5,4.75,7.75,6.0,,,,18.75,17.5,
2281,53002282,5.8,7.0,3.4,,,,,4.25,4.0,7.25,5.17,,,,15.25,16.2,
2282,53002283,4.4,5.75,3.0,,,,,5.25,3.75,6.5,5.17,,,,14.75,13.15,
2283,53002284,7.2,7.25,5.4,5.0,5.25,6.25,5.5,,,,,17.45,17.6,18.7,,19.85,17.85
2284,53002285,5.0,7.5,3.6,,,,,4.0,5.0,7.75,5.58,,,,16.5,16.1,
2285,53002286,7.0,9.0,7.6,,,,,8.5,7.0,9.75,8.42,,,,24.5,23.6,
2286,53002287,5.4,6.5,4.0,,,,,6.25,5.5,9.75,7.17,,,,18.25,15.9,
2287,53002288,7.2,8.0,3.8,6.25,4.5,5.75,5.5,,,,,17.95,17.25,17.45,,19.0,15.5
2288,53002289,6.8,5.25,6.0,6.0,4.25,5.75,5.33,,,,,17.05,18.8,16.8,,18.05,17.05
2289,53002290,6.0,7.75,3.6,,,,,7.0,5.75,8.75,7.17,,,,20.5,17.35,
2290,53002291,3.8,5.25,2.2,,,,,7.0,4.0,7.0,6.0,,,,16.25,11.25,
2291,53002292,3.4,8.25,3.8,,,,,7.0,9.25,9.75,8.67,,,,24.5,15.450000000000001,
2292,53002293,6.6,7.0,2.6,5.0,4.25,5.0,4.75,,,,,15.85,14.2,15.85,,16.2,13.45
2293,53002294,5.2,6.0,3.0,3.5,4.25,5.25,4.33,,,,,12.95,11.7,14.7,,14.2,12.45
2294,53002295,5.8,7.25,3.8,,,,,5.5,4.75,9.0,6.42,,,,17.5,16.85,
2295,53002296,7.4,7.75,3.6,,,,,6.5,7.5,8.5,7.5,,,,21.75,18.75,
2296,53002297,8.0,6.75,4.8,6.75,7.0,6.75,6.83,,,,,21.75,19.55,21.75,,19.55,19.8
2297,53002298,7.2,7.5,6.2,7.25,7.75,7.0,7.33,,,,,22.2,20.65,21.95,,20.9,21.15
2298,53002299,6.8,7.0,5.6,,,,,6.75,7.5,9.75,8.0,,,,21.25,19.4,
2299,53002300,6.8,7.75,4.8,,,,,4.5,3.5,7.5,5.17,,,,15.75,19.35,
2300,53002301,7.8,5.0,4.6,6.5,7.75,6.25,6.83,,,,,22.05,18.9,21.8,,17.4,20.15
2301,53002302,7.4,7.25,5.6,5.75,6.75,7.0,6.5,,,,,19.9,18.75,21.15,,20.25,19.75
2302,53002303,3.8,6.25,2.4,,,,,5.25,4.0,6.75,5.33,,,,15.5,12.45,
2303,53002304,6.8,7.25,4.6,4.5,6.0,6.75,5.75,,,,,17.3,15.899999999999999,19.55,,18.65,17.4
2304,53002305,4.2,7.5,3.6,,,,,5.25,3.75,7.5,5.5,,,,16.5,15.3,
2305,53002306,6.4,8.0,3.2,5.0,5.25,6.5,5.58,,,,,16.65,14.6,18.15,,17.6,14.85
2306,53002307,6.8,9.0,7.8,6.75,7.75,8.25,7.58,,,,,21.3,21.35,22.8,,23.6,22.35
2307,53002308,6.2,7.5,4.4,,,,,6.25,5.25,8.0,6.5,,,,19.0,18.1,
2308,53002309,7.2,8.5,6.2,7.0,6.25,6.75,6.67,,,,,20.45,20.4,20.2,,21.9,19.65
2309,53002310,6.8,7.25,3.8,5.75,8.0,6.0,6.58,,,,,20.55,16.35,20.8,,17.85,18.6
2310,53002311,6.6,5.75,2.6,,,,,6.5,5.0,7.5,6.33,,,,17.25,14.95,
2311,53002312,6.8,7.5,5.2,,,,,7.75,6.75,9.5,8.0,,,,22.0,19.5,
2312,53002313,5.2,7.25,2.2,,,,,4.75,4.25,7.0,5.33,,,,16.25,14.649999999999999,
2313,53002314,4.8,7.5,3.2,,,,,5.75,5.5,7.25,6.17,,,,18.75,15.5,
2314,53002315,4.8,5.5,3.8,,,,,4.75,4.5,8.25,5.83,,,,14.75,14.100000000000001,
2315,53002316,7.2,7.25,3.8,5.75,5.0,6.5,5.75,,,,,17.95,16.75,18.7,,18.25,16.0
2316,53002317,7.2,7.25,6.8,,,,,5.25,4.5,7.25,5.67,,,,17.0,21.25,
2317,53002318,4.0,7.5,5.0,,,,,5.5,5.25,8.0,6.25,,,,18.25,16.5,
2318,53002319,6.0,6.5,5.2,,,,,6.0,5.25,9.25,6.83,,,,17.75,17.7,
2319,53002320,6.0,7.75,4.2,,,,,5.25,4.0,8.25,5.83,,,,17.0,17.95,
2320,53002321,6.0,7.0,3.4,,,,,6.25,6.0,8.0,6.75,,,,19.25,16.4,
2321,53002322,5.2,6.5,5.0,,,,,6.5,5.5,7.5,6.5,,,,18.5,16.7,
2322,53002323,7.4,6.75,4.4,7.0,5.25,7.25,6.5,,,,,19.65,18.8,19.9,,18.55,17.05
2323,53002324,4.8,6.5,3.0,,,,,6.5,5.75,8.0,6.75,,,,18.75,14.3,
2324,53002325,7.6,7.25,4.4,5.25,5.25,4.75,5.08,,,,,18.1,17.25,17.6,,19.25,17.25
2325,53002326,6.0,7.0,2.0,,,,,5.75,3.25,8.0,5.67,,,,16.0,15.0,
2326,53002327,5.8,6.0,3.8,,,,,6.75,5.75,7.5,6.67,,,,18.5,15.600000000000001,
2327,53002328,6.0,6.5,3.6,,,,,7.0,4.25,7.5,6.25,,,,17.75,16.1,
2328,53002329,6.6,6.5,2.6,,,,,5.75,5.5,7.5,6.25,,,,17.75,15.7,
2329,53002330,6.4,7.25,6.4,5.75,5.0,5.0,5.25,,,,,17.15,18.55,16.4,,20.05,17.8
2330,53002331,5.4,8.5,3.0,,,,,5.25,5.0,9.0,6.42,,,,18.75,16.9,
2331,53002332,7.2,8.5,5.2,,,,,8.0,6.5,9.0,7.83,,,,23.0,20.9,
2332,53002333,5.0,5.75,3.4,,,,,5.5,6.25,8.75,6.83,,,,17.5,14.15,
2333,53002334,7.4,6.5,6.0,6.75,7.5,5.5,6.58,,,,,21.65,20.15,20.4,,19.9,20.9
2334,53002335,6.6,8.0,4.6,,,,,8.0,7.0,9.0,8.0,,,,23.0,19.2,
2335,53002336,5.0,8.0,3.2,,,,,4.5,3.5,8.25,5.42,,,,16.0,16.2,
2336,53002337,6.4,6.75,2.8,,,,,6.5,4.25,8.5,6.42,,,,17.5,15.950000000000001,
2337,53002338,6.8,8.5,3.4,5.0,4.0,4.5,4.5,,,,,15.8,15.2,15.3,,18.7,14.2
2338,53002339,6.4,6.75,4.2,,,,,7.0,8.0,9.0,8.0,,,,21.75,17.35,
2339,53002340,6.6,7.25,2.4,,,,,7.25,6.25,8.0,7.17,,,,20.75,16.25,
2340,53002341,7.0,6.75,4.6,,,,,6.0,7.0,8.25,7.08,,,,19.75,18.35,
2341,53002342,5.8,8.5,6.6,6.0,4.0,6.5,5.5,,,,,15.8,18.4,16.3,,20.9,16.4
2342,53002343,7.0,7.0,5.0,4.5,6.25,7.0,5.92,,,,,17.75,16.5,20.25,,19.0,18.25
2343,53002344,7.0,7.5,4.6,,,,,7.25,4.5,10.0,7.25,,,,19.25,19.1,
2344,53002345,6.6,7.5,3.4,,,,,6.5,5.25,8.75,6.83,,,,19.25,17.5,
2345,53002346,5.4,6.75,3.2,,,,,6.5,5.5,8.25,6.75,,,,18.75,15.35,
2346,53002347,6.8,7.5,3.2,,,,,8.25,7.5,9.75,8.5,,,,23.25,17.5,
2347,53002348,5.8,5.25,3.2,,,,,6.0,4.5,7.25,5.92,,,,15.75,14.25,
2348,53002349,5.2,5.75,2.8,3.75,3.25,5.5,4.17,,,,,12.2,11.75,13.95,,13.75,11.25
2349,53002350,6.8,5.0,3.0,,,,,4.5,4.5,8.0,5.67,,,,14.0,14.8,
2350,53002351,6.0,7.0,4.6,,,,,6.0,4.5,7.0,5.83,,,,17.5,17.6,
2351,53002352,7.0,6.75,4.6,,,,,6.0,6.5,7.5,6.67,,,,19.25,18.35,
2352,53002353,5.2,6.25,4.0,,,,,6.0,4.0,8.0,6.0,,,,16.25,15.45,
2353,53002354,6.4,7.0,2.8,6.25,5.0,5.25,5.5,,,,,17.65,15.450000000000001,16.65,,16.200000000000003,14.2
2354,53002355,6.4,4.25,3.2,4.25,4.75,4.75,4.58,,,,,15.4,13.850000000000001,15.9,,13.850000000000001,14.350000000000001
2355,53002356,6.4,7.0,6.8,,,,,6.0,7.0,8.25,7.08,,,,20.0,20.200000000000003,
2356,53002357,5.4,6.0,3.6,,,,,6.0,6.25,7.75,6.67,,,,18.25,15.0,
2357,53002358,6.2,7.0,2.8,5.0,6.0,5.0,5.33,,,,,17.2,14.0,17.2,,16.0,15.0
2358,53002359,5.0,6.5,2.0,,,,,6.25,6.25,9.25,7.25,,,,19.0,13.5,
2359,53002360,5.6,6.25,4.6,5.75,5.0,5.5,5.42,,,,,16.35,15.95,16.1,,16.45,15.2
2360,53002361,7.2,9.25,6.8,,,,,7.5,6.75,9.0,7.75,,,,23.5,23.25,
2361,53002362,7.4,6.75,4.6,5.0,2.5,4.75,4.08,,,,,14.9,17.0,14.65,,18.75,14.5
2362,53002363,5.2,6.0,3.6,,,,,5.25,5.0,4.25,4.83,,,,16.25,14.8,
2363,53002364,5.8,8.25,3.2,,,,,6.0,6.0,6.5,6.17,,,,20.25,17.25,
2364,53002365,6.4,7.0,4.0,6.5,6.5,5.75,6.25,,,,,19.4,16.9,18.65,,17.4,16.9
2365,53002366,6.8,7.0,5.0,5.75,6.0,6.5,6.08,,,,,18.55,17.55,19.3,,18.8,17.8
2366,53002367,7.4,6.75,4.4,7.5,7.5,5.0,6.67,,,,,22.4,19.3,19.9,,18.55,19.3
2367,53002368,7.6,8.0,7.6,5.75,5.25,6.25,5.75,,,,,18.6,20.95,19.1,,23.2,20.45
2368,53002369,8.0,7.0,3.8,6.25,6.25,6.0,6.17,,,,,20.5,18.05,20.25,,18.8,18.05
2369,53002370,7.6,8.5,8.0,,,,,8.0,7.75,9.75,8.5,,,,24.25,24.1,
2370,53002371,8.2,8.25,9.4,8.0,7.5,8.25,7.92,,,,,23.7,25.599999999999998,23.95,,25.849999999999998,25.099999999999998
2371,53002372,4.6,7.5,2.8,,,,,4.25,5.0,7.5,5.58,,,,16.75,14.9,
2372,53002373,5.4,6.25,2.6,5.5,5.5,4.5,5.17,,,,,16.4,13.5,15.4,,14.25,13.5
2373,53002374,6.2,4.75,6.2,,,,,7.25,6.5,8.75,7.5,,,,18.5,17.15,
2374,53002375,7.2,6.25,5.2,7.5,6.75,6.0,6.75,,,,,21.45,19.9,19.95,,18.65,19.15
2375,53002376,6.4,6.75,3.4,3.75,5.25,6.75,5.25,,,,,15.4,13.55,18.4,,16.55,15.05
2376,53002377,6.0,8.25,5.4,4.75,6.25,7.0,6.0,,,,,17.0,16.15,19.25,,19.65,17.65
2377,53002378,7.2,7.25,3.8,3.5,4.0,5.25,4.25,,,,,14.7,14.5,16.45,,18.25,15.0
2378,53002379,6.0,5.75,3.0,,,,,7.0,6.5,9.25,7.58,,,,19.25,14.75,
2379,53002380,4.0,5.0,2.6,,,,,5.5,4.0,5.5,5.0,,,,14.5,11.6,
2380,53002381,5.2,7.0,3.6,,,,,6.0,4.5,8.25,6.25,,,,17.5,15.8,
2381,53002382,6.2,6.0,2.8,4.5,5.0,5.5,5.0,,,,,15.7,13.5,16.7,,15.0,14.0
2382,53002383,6.8,7.5,2.8,5.75,4.5,5.25,5.17,,,,,17.05,15.350000000000001,16.55,,17.1,14.1
2383,53002384,5.8,6.75,4.2,,,,,6.0,5.0,7.5,6.17,,,,17.75,16.75,
2384,53002385,7.6,7.0,2.8,,,,,6.0,5.5,8.75,6.75,,,,18.5,17.4,
2385,53002386,6.2,5.75,3.4,,,,,6.5,6.5,6.0,6.33,,,,18.75,15.350000000000001,
2386,53002387,5.6,7.75,5.6,6.75,4.0,7.0,5.92,,,,,16.35,17.95,16.6,,18.95,15.2
2387,53002388,6.6,7.25,3.4,,,,,6.25,5.25,7.25,6.25,,,,18.75,17.25,
2388,53002389,5.0,7.25,4.0,,,,,4.5,4.5,9.0,6.0,,,,16.25,16.25,
2389,53002390,7.6,7.5,6.2,7.25,6.5,6.75,6.83,,,,,21.35,21.049999999999997,20.85,,21.299999999999997,20.299999999999997
2390,53002391,4.2,7.0,4.2,,,,,5.5,4.5,7.25,5.75,,,,17.0,15.399999999999999,
2391,53002392,6.2,8.0,4.6,4.25,3.75,4.5,4.17,,,,,14.2,15.05,14.45,,18.8,14.55
2392,53002393,7.0,8.25,4.8,,,,,6.0,5.25,9.25,6.83,,,,19.5,20.05,
2393,53002394,6.6,6.5,3.2,,,,,5.75,3.75,7.5,5.67,,,,16.0,16.299999999999997,
2394,53002395,6.6,6.75,4.4,6.5,5.0,6.25,5.92,,,,,18.1,17.5,17.85,,17.75,16.0
2395,53002396,4.0,5.75,3.4,,,,,5.0,4.25,8.25,5.83,,,,15.0,13.15,
2396,53002397,7.6,8.75,7.0,,,,,8.25,6.5,9.5,8.08,,,,23.5,23.35,
2397,53002398,7.2,9.0,6.4,7.25,6.0,7.25,6.83,,,,,20.45,20.85,20.45,,22.6,19.6
2398,53002399,6.0,6.0,3.6,5.25,4.0,5.25,4.83,,,,,15.25,14.85,15.25,,15.6,13.6
2399,53002400,6.6,6.75,3.8,5.5,5.25,4.0,4.92,,,,,17.35,15.9,15.85,,17.15,15.65
2400,53002401,7.0,8.0,7.4,6.5,6.5,6.5,6.5,,,,,20.0,20.9,20.0,,22.4,20.9
2401,53002402,4.6,6.25,4.4,,,,,6.25,8.0,9.25,7.83,,,,20.5,15.25,
2402,53002403,7.2,5.75,3.2,,,,,6.5,6.25,9.0,7.25,,,,18.5,16.15,
2403,53002404,5.0,5.25,2.8,,,,,7.25,5.5,7.25,6.67,,,,18.0,13.05,
2404,53002405,7.0,6.75,7.2,3.75,4.0,5.75,4.5,,,,,14.75,17.95,16.75,,20.95,18.2
2405,53002406,6.6,8.25,5.2,,,,,6.5,6.25,9.5,7.42,,,,21.0,20.049999999999997,
2406,53002407,7.0,8.25,5.8,,,,,5.5,4.75,9.25,6.5,,,,18.5,21.05,
2407,53002408,7.0,7.75,4.0,5.25,4.5,6.5,5.42,,,,,16.75,16.25,18.0,,18.75,15.5
2408,53002409,5.6,6.25,4.0,,,,,6.75,5.25,8.5,6.83,,,,18.25,15.85,
2409,53002410,6.2,6.75,5.0,3.5,3.25,4.75,3.83,,,,,12.95,14.7,14.2,,17.95,14.45
2410,53002411,6.6,7.25,5.6,,,,,5.75,7.5,9.0,7.42,,,,20.5,19.45,
2411,53002412,6.4,6.0,4.6,4.25,6.25,4.75,5.08,,,,,16.9,15.25,17.4,,17.0,17.25
2412,53002413,6.6,7.0,5.4,,,,,6.25,6.75,8.75,7.25,,,,20.0,19.0,
2413,53002414,7.6,8.25,7.4,6.75,6.75,7.5,7.0,,,,,21.1,21.75,21.85,,23.25,21.75
2414,53002415,7.8,7.25,6.4,6.25,6.25,7.25,6.58,,,,,20.3,20.45,21.3,,21.45,20.45
2415,53002416,6.2,6.25,2.4,,,,,7.25,4.5,7.5,6.42,,,,18.0,14.850000000000001,
2416,53002417,5.4,6.75,3.2,,,,,4.0,4.25,6.5,4.92,,,,15.0,15.35,
2417,53002418,6.2,7.5,3.8,,,,,5.75,5.25,7.5,6.17,,,,18.5,17.5,
2418,53002419,4.6,5.25,7.2,,,,,3.75,6.75,9.25,6.58,,,,15.75,17.049999999999997,
2419,53002420,7.8,8.0,7.0,5.25,7.0,8.25,6.83,,,,,20.05,20.05,23.05,,22.8,21.8
2420,53002421,6.4,7.0,2.2,6.5,5.25,4.75,5.5,,,,,18.15,15.1,16.4,,15.6,13.850000000000001
2421,53002422,6.8,7.75,3.8,,,,,7.25,7.0,9.5,7.92,,,,22.0,18.35,
2422,53002423,7.2,6.75,6.0,6.75,5.5,7.25,6.5,,,,,19.45,19.95,19.95,,19.95,18.7
2423,53002424,7.0,5.25,3.8,,,,,7.5,6.0,7.5,7.0,,,,18.75,16.05,
2424,53002425,4.4,6.25,2.6,4.0,5.0,5.5,4.83,,,,,13.4,11.0,14.9,,13.25,12.0
2425,53002426,6.8,7.0,4.8,4.5,4.25,5.25,4.67,,,,,15.55,16.1,16.3,,18.6,15.850000000000001
2426,53002427,5.8,7.5,5.0,,,,,5.0,3.0,7.25,5.08,,,,15.5,18.3,
2427,53002428,5.6,6.5,6.2,3.75,3.25,5.0,4.0,,,,,12.6,15.549999999999999,13.85,,18.299999999999997,15.049999999999999
2428,53002429,4.0,7.0,3.2,,,,,4.5,5.0,7.25,5.58,,,,16.5,14.2,
2429,53002430,7.8,7.75,5.4,7.75,7.5,7.25,7.5,,,,,23.05,20.95,22.55,,20.95,20.7
2430,53002431,5.6,7.75,3.4,5.0,5.5,5.75,5.42,,,,,16.1,14.0,16.85,,16.75,14.5
2431,53002432,7.4,6.75,6.2,6.25,6.25,6.5,6.33,,,,,19.9,19.85,20.15,,20.35,19.85
2432,53002433,6.8,8.5,6.6,,,,,6.25,4.25,8.25,6.25,,,,19.0,21.9,
2433,53002434,4.2,5.75,2.8,,,,,4.5,3.75,5.75,4.67,,,,14.0,12.75,
2434,53002435,5.8,7.5,3.2,,,,,7.25,4.75,8.25,6.75,,,,19.5,16.5,
2435,53002436,6.0,5.5,4.2,,,,,5.75,5.75,8.0,6.5,,,,17.0,15.7,
2436,53002437,4.8,7.25,4.4,,,,,4.75,3.5,6.75,5.0,,,,15.5,16.45,
2437,53002438,5.2,7.5,3.8,6.0,3.75,4.5,4.75,,,,,14.95,15.0,13.45,,16.5,12.75
2438,53002439,5.4,5.25,2.8,,,,,7.0,4.75,8.75,6.83,,,,17.0,13.450000000000001,
2439,53002440,5.2,7.75,4.0,,,,,7.0,6.75,9.25,7.67,,,,21.5,16.95,
2440,53002441,7.8,6.5,5.4,7.75,6.25,6.75,6.92,,,,,21.8,20.95,20.8,,19.7,19.45
2441,53002442,4.2,7.5,4.8,,,,,5.75,6.0,8.75,6.83,,,,19.25,16.5,
2442,53002443,7.2,6.75,6.0,7.0,5.0,7.75,6.58,,,,,19.2,20.2,19.95,,19.95,18.2
2443,53002444,6.6,7.5,3.8,,,,,5.75,6.25,8.75,6.92,,,,19.5,17.9,
2444,53002445,7.2,8.75,5.8,,,,,8.5,7.0,9.0,8.17,,,,24.25,21.75,
2445,53002446,6.4,6.75,4.2,,,,,6.25,5.25,7.75,6.42,,,,18.25,17.35,
2446,53002447,7.6,8.75,4.6,,,,,5.5,4.75,6.75,5.67,,,,19.0,20.95,
2447,53002448,6.0,7.25,6.2,6.25,6.5,6.25,6.33,,,,,18.75,18.45,18.75,,19.45,18.7
2448,53002449,8.2,7.25,6.4,6.25,8.0,7.5,7.25,,,,,22.45,20.85,23.7,,21.85,22.6
2449,53002450,5.2,6.25,4.2,,,,,5.5,5.25,8.25,6.33,,,,17.0,15.649999999999999,
2450,53002451,3.6,6.75,4.2,,,,,4.75,5.25,7.25,5.75,,,,16.75,14.549999999999999,
2451,53002452,4.8,6.75,4.0,,,,,6.75,4.0,6.25,5.67,,,,17.5,15.55,
2452,53002453,5.8,8.0,2.6,,,,,5.25,5.0,8.5,6.25,,,,18.25,16.4,
2453,53002454,6.4,6.75,5.0,,,,,5.0,5.75,9.0,6.58,,,,17.5,18.15,
2454,53002455,5.6,7.25,3.2,,,,,7.5,4.0,8.75,6.75,,,,18.75,16.049999999999997,
2455,53002456,6.6,7.0,5.0,5.25,8.5,5.75,6.5,,,,,20.35,16.85,20.85,,18.6,20.1
2456,53002457,6.8,6.5,3.4,,,,,7.0,3.5,9.75,6.75,,,,17.0,16.7,
2457,53002458,5.8,5.75,4.4,,,,,4.75,4.0,6.0,4.92,,,,14.5,15.95,
2458,53002459,6.8,8.25,5.6,7.25,7.25,6.75,7.08,,,,,21.3,19.65,20.8,,20.65,19.65
2459,53002460,6.0,7.25,4.4,,,,,7.5,6.5,9.25,7.75,,,,21.25,17.65,
2460,53002461,8.4,7.5,4.6,5.75,6.25,4.75,5.58,,,,,20.4,18.75,19.4,,20.5,19.25
2461,53002462,8.6,8.0,6.8,7.75,8.5,7.25,7.83,,,,,24.85,23.15,24.35,,23.4,23.9
2462,53002463,6.2,7.75,5.4,5.75,4.75,6.25,5.58,,,,,16.7,17.35,17.2,,19.35,16.35
2463,53002464,4.4,6.0,3.4,,,,,5.25,5.25,5.5,5.33,,,,16.5,13.8,
2464,53002465,7.0,6.5,3.0,5.5,6.5,6.5,6.17,,,,,19.0,15.5,20.0,,16.5,16.5
2465,53002466,6.0,5.75,3.4,,,,,6.75,4.5,8.0,6.42,,,,17.0,15.15,
2466,53002467,7.4,7.75,7.2,6.5,4.75,6.25,5.83,,,,,18.65,21.1,18.4,,22.35,19.35
2467,53002468,5.0,7.75,3.4,,,,,7.5,6.75,9.0,7.75,,,,22.0,16.15,
2468,53002469,6.2,7.5,5.0,4.75,5.25,6.75,5.58,,,,,16.2,15.95,18.2,,18.7,16.45
2469,53002470,6.8,4.5,4.4,4.25,3.25,4.75,4.08,,,,,14.3,15.45,14.8,,15.7,14.45
2470,53002471,6.2,7.5,5.2,,,,,6.25,4.5,9.5,6.75,,,,18.25,18.9,
2471,53002472,7.4,6.75,5.2,5.75,4.0,6.0,5.25,,,,,17.15,18.35,17.4,,19.35,16.6
2472,53002473,7.0,7.75,4.2,,,,,6.0,7.25,9.0,7.42,,,,21.0,18.95,
2473,53002474,6.2,8.0,5.0,,,,,6.0,6.25,10.0,7.42,,,,20.25,19.2,
2474,53002475,7.0,7.0,3.0,5.25,3.25,5.25,4.58,,,,,15.5,15.25,15.5,,17.0,13.25
2475,53002476,7.2,8.0,6.6,5.0,4.75,6.25,5.33,,,,,16.95,18.8,18.2,,21.8,18.55
2476,53002477,4.4,6.75,5.6,,,,,6.0,6.0,8.25,6.75,,,,18.75,16.75,
2477,53002478,6.0,7.25,2.8,,,,,5.5,4.75,8.25,6.17,,,,17.5,16.05,
2478,53002479,7.2,8.0,6.0,5.0,2.75,7.0,4.92,,,,,14.95,18.2,16.95,,21.2,15.95
2479,53002480,4.8,7.25,2.6,,,,,4.5,5.0,7.0,5.5,,,,16.75,14.649999999999999,
