,Code,Toan,NguVan,NgoaiNgu,VatLi,HoaHoc,SinhHoc,KHTN,DiaLi,LichSu,GDCD,KHXH,KhoiA00,KhoiA01,KhoiB00,KhoiC00,KhoiD00,KhoiD07
6518,53006519,6.2,6.75,4.2,6.75,6.5,6.0,6.42,,,,,19.45,17.15,18.7,,17.15,16.9
6519,53006520,6.6,8.0,8.2,5.75,7.5,6.75,6.67,,,,,19.85,20.549999999999997,20.85,,22.799999999999997,22.299999999999997
6520,53006521,6.2,7.75,4.0,6.0,8.0,6.0,6.67,,,,,20.2,16.2,20.2,,17.95,18.2
6521,53006522,8.2,8.0,5.8,7.75,7.25,6.5,7.17,,,,,23.2,21.75,21.95,,22.0,21.25
6522,53006523,6.8,7.25,8.6,7.5,8.25,6.5,7.42,,,,,22.55,22.900000000000002,21.55,,22.65,23.650000000000002
6523,53006524,7.0,7.75,5.0,,,,,6.75,5.5,8.25,6.83,,,,20.0,19.75,
6524,53006525,8.0,8.5,8.4,6.5,6.25,5.5,6.08,,,,,20.75,22.9,19.75,,24.9,22.65
6525,53006526,6.2,8.0,5.4,5.0,7.25,6.75,6.33,,,,,18.45,16.6,20.2,,19.6,18.85
6526,53006527,6.6,7.25,5.4,,,,,7.25,6.25,7.25,6.92,,,,20.75,19.25,
6527,53006528,7.6,7.75,3.8,6.25,7.5,7.25,7.0,,,,,21.35,17.65,22.35,,19.15,18.9
6528,53006529,7.2,7.0,7.2,7.0,7.5,6.5,7.0,,,,,21.7,21.4,21.2,,21.4,21.9
6529,53006530,7.2,7.5,3.8,,,,,5.5,5.0,9.0,6.5,,,,18.0,18.5,
6530,53006531,6.6,6.0,4.0,6.0,7.25,7.0,6.75,,,,,19.85,16.6,20.85,,16.6,17.85
6531,53006532,6.8,8.0,5.4,,,,,9.0,7.75,9.75,8.83,,,,24.75,20.2,
6532,53006533,8.0,6.25,6.6,6.75,6.5,7.75,7.0,,,,,21.25,21.35,22.25,,20.85,21.1
6533,53006534,7.4,7.25,4.4,5.75,7.25,6.5,6.5,,,,,20.4,17.55,21.15,,19.05,19.05
6534,53006535,7.6,7.75,4.4,5.5,8.0,7.0,6.83,,,,,21.1,17.5,22.6,,19.75,20.0
6535,53006536,7.0,8.25,7.6,7.5,7.75,7.0,7.42,,,,,22.25,22.1,21.75,,22.85,22.35
6536,53006537,5.6,6.75,2.6,,,,,6.25,4.5,8.25,6.33,,,,17.5,14.95,
6537,53006538,6.6,6.5,4.8,,,,,6.0,5.75,8.25,6.67,,,,18.25,17.9,
6538,53006539,6.0,8.0,5.4,,,,,8.5,6.75,9.0,8.08,,,,23.25,19.4,
6539,53006540,6.8,7.25,7.6,6.0,6.75,7.75,6.83,,,,,19.55,20.4,21.3,,21.65,21.15
6540,53006541,7.8,8.25,8.2,6.0,7.0,6.75,6.58,,,,,20.8,22.0,21.55,,24.25,23.0
6541,53006542,4.2,7.75,4.8,,,,,6.5,5.25,8.25,6.67,,,,19.5,16.75,
6542,53006543,6.6,7.75,4.2,6.25,7.25,6.0,6.5,,,,,20.1,17.049999999999997,19.85,,18.549999999999997,18.049999999999997
6543,53006544,6.2,6.25,3.4,6.5,7.0,6.75,6.75,,,,,19.7,16.1,19.95,,15.850000000000001,16.6
6544,53006545,8.2,8.75,8.6,8.0,8.25,7.25,7.83,,,,,24.45,24.8,23.7,,25.55,25.05
6545,53006546,7.4,7.75,4.2,7.0,7.5,6.25,6.92,,,,,21.9,18.6,21.15,,19.35,19.1
6546,53006547,7.8,8.5,5.4,7.25,6.75,7.75,7.25,,,,,21.8,20.45,22.3,,21.7,19.95
6547,53006548,7.2,8.25,6.2,,,,,6.0,6.0,8.0,6.67,,,,20.25,21.65,
6548,53006549,7.6,8.5,6.8,,,,,8.75,8.5,9.5,8.92,,,,25.75,22.9,
6549,53006550,6.0,5.75,4.0,5.0,7.25,5.0,5.75,,,,,18.25,15.0,18.25,,15.75,17.25
6550,53006551,7.0,6.5,3.8,7.5,6.75,6.5,6.92,,,,,21.25,18.3,20.25,,17.3,17.55
6551,53006552,7.6,7.25,4.8,6.25,7.25,6.25,6.58,,,,,21.1,18.65,21.1,,19.65,19.65
6552,53006553,7.4,9.0,4.8,7.75,6.5,7.25,7.17,,,,,21.65,19.950000000000003,21.15,,21.200000000000003,18.700000000000003
6553,53006554,7.4,7.25,4.2,3.75,7.25,6.75,5.92,,,,,18.4,15.350000000000001,21.4,,18.85,18.85
6554,53006555,7.2,5.75,4.8,6.5,7.75,7.25,7.17,,,,,21.45,18.5,22.2,,17.75,19.75
6555,53006556,6.2,7.0,5.4,6.5,7.0,7.25,6.92,,,,,19.7,18.1,20.45,,18.6,18.6
6556,53006557,7.6,8.5,7.6,7.5,8.25,8.0,7.92,,,,,23.35,22.7,23.85,,23.700000000000003,23.45
6557,53006558,6.4,8.25,4.4,,,,,6.5,7.0,9.25,7.58,,,,21.75,19.05,
6558,53006559,8.0,7.25,4.2,8.25,8.5,7.75,8.17,,,,,24.75,20.45,24.25,,19.45,20.7
6559,53006560,7.0,6.75,7.4,7.25,7.5,7.5,7.42,,,,,21.75,21.65,22.0,,21.15,21.9
6560,53006561,6.2,7.25,4.4,,,,,7.5,8.0,9.75,8.42,,,,22.75,17.85,
6561,53006562,7.4,9.0,5.2,7.25,8.25,7.5,7.67,,,,,22.9,19.85,23.15,,21.6,20.85
6562,53006563,6.4,8.25,4.6,5.25,6.75,8.0,6.67,,,,,18.4,16.25,21.15,,19.25,17.75
6563,53006564,6.8,7.25,5.6,,,,,7.5,6.25,8.75,7.5,,,,21.0,19.65,
6564,53006565,7.4,7.75,6.6,4.75,7.75,8.0,6.83,,,,,19.9,18.75,23.15,,21.75,21.75
6565,53006566,7.8,6.5,7.0,6.75,7.0,7.75,7.17,,,,,21.55,21.55,22.55,,21.3,21.8
6566,53006567,7.6,8.25,6.2,8.0,6.5,7.5,7.33,,,,,22.1,21.799999999999997,21.6,,22.049999999999997,20.299999999999997
6567,53006568,6.6,8.25,7.8,6.5,7.5,7.0,7.0,,,,,20.6,20.9,21.1,,22.65,21.9
6568,53006569,8.0,9.0,7.4,4.75,7.25,8.25,6.75,,,,,20.0,20.15,23.5,,24.4,22.65
6569,53006570,7.2,7.0,5.0,7.5,8.25,6.75,7.5,,,,,22.95,19.7,22.2,,19.2,20.45
6570,53006571,8.0,7.75,5.8,6.5,7.5,6.75,6.92,,,,,22.0,20.3,22.25,,21.55,21.3
6571,53006572,7.6,7.5,5.2,4.25,8.0,7.5,6.58,,,,,19.85,17.049999999999997,23.1,,20.299999999999997,20.799999999999997
6572,53006573,6.8,7.0,7.4,5.5,8.25,6.75,6.83,,,,,20.55,19.7,21.8,,21.2,22.45
6573,53006574,7.8,7.5,6.8,8.0,8.5,7.25,7.92,,,,,24.3,22.6,23.55,,22.1,23.1
6574,53006575,7.6,8.25,9.2,,,,,8.0,7.5,9.75,8.42,,,,23.75,25.049999999999997,
6575,53006576,7.4,8.0,4.0,7.0,7.25,4.5,6.25,,,,,21.65,18.4,19.15,,19.4,18.65
6576,53006577,8.2,8.25,8.4,7.75,7.0,7.5,7.42,,,,,22.95,24.349999999999998,22.7,,24.849999999999998,23.6
6577,53006578,7.2,7.25,2.6,,,,,6.5,7.5,8.5,7.5,,,,21.25,17.05,
6578,53006579,7.8,8.5,8.8,8.0,8.0,8.25,8.08,,,,,23.8,24.6,24.05,,25.1,24.6
6579,53006580,5.8,7.25,3.0,,,,,6.25,5.0,7.75,6.33,,,,18.5,16.05,
6580,53006581,7.0,7.25,4.6,5.75,7.0,6.25,6.33,,,,,19.75,17.35,20.25,,18.85,18.6
6581,53006582,5.0,7.25,4.8,6.75,7.5,6.0,6.75,,,,,19.25,16.55,18.5,,17.05,17.3
6582,53006583,8.2,6.5,4.6,6.75,7.75,7.25,7.25,,,,,22.7,19.549999999999997,23.2,,19.299999999999997,20.549999999999997
6583,53006584,8.2,8.0,6.8,,,,,8.25,8.0,9.75,8.67,,,,24.25,23.0,
6584,53006585,7.6,8.0,5.0,6.0,8.5,5.25,6.58,,,,,22.1,18.6,21.35,,20.6,21.1
6585,53006586,5.8,6.75,6.0,,,,,6.75,6.75,8.75,7.42,,,,20.25,18.55,
6586,53006587,5.0,6.25,5.0,,,,,7.0,5.75,7.5,6.75,,,,19.0,16.25,
6587,53006588,6.0,7.5,3.6,,,,,8.25,4.75,7.75,6.92,,,,20.5,17.1,
6588,53006589,6.8,8.0,7.8,,,,,7.75,8.25,10.0,8.67,,,,24.0,22.6,
6589,53006590,7.6,8.25,7.8,8.75,8.25,7.75,8.25,,,,,24.6,24.15,23.6,,23.65,23.65
6590,53006591,7.0,7.5,5.6,,,,,6.75,5.5,9.0,7.08,,,,19.75,20.1,
6591,53006592,7.8,7.0,5.8,7.75,7.75,5.5,7.0,,,,,23.3,21.35,21.05,,20.6,21.35
6592,53006593,7.4,7.0,5.8,6.25,7.75,6.25,6.75,,,,,21.4,19.450000000000003,21.4,,20.200000000000003,20.950000000000003
6593,53006594,6.6,8.25,6.8,5.25,7.0,6.5,6.25,,,,,18.85,18.65,20.1,,21.65,20.4
6594,53006595,8.4,8.5,9.0,9.0,7.5,8.75,8.42,,,,,24.9,26.4,24.65,,25.9,24.9
6595,53006596,6.8,6.25,3.0,6.25,5.75,5.75,5.92,,,,,18.8,16.05,18.3,,16.05,15.55
6596,53006597,7.2,7.0,5.2,6.5,7.5,6.25,6.75,,,,,21.2,18.9,20.95,,19.4,19.9
6597,53006598,8.2,7.25,3.8,6.75,8.25,8.0,7.67,,,,,23.2,18.75,24.45,,19.25,20.25
6598,53006599,8.0,7.25,4.2,7.25,7.0,6.5,6.92,,,,,22.25,19.45,21.5,,19.45,19.2
6599,53006600,7.6,6.75,6.4,7.25,5.25,6.25,6.25,,,,,20.1,21.25,19.1,,20.75,19.25
6600,53006601,4.2,6.25,3.8,,,,,6.0,5.25,8.0,6.42,,,,17.5,14.25,
6601,53006602,7.2,7.25,,,,,,7.25,8.0,9.75,8.33,,,,22.5,,
6602,53006603,6.6,7.5,4.6,7.25,8.0,6.5,7.25,,,,,21.85,18.45,21.1,,18.7,19.2
6603,53006604,7.6,7.5,8.8,7.0,7.75,7.25,7.33,,,,,22.35,23.4,22.6,,23.9,24.15
6604,53006605,7.6,7.25,7.2,7.0,7.25,7.25,7.17,,,,,21.85,21.799999999999997,22.1,,22.049999999999997,22.049999999999997
6605,53006606,8.6,7.5,4.8,6.5,7.5,7.25,7.08,,,,,22.6,19.9,23.35,,20.9,20.9
6606,53006607,8.0,8.0,6.2,8.5,8.0,7.5,8.0,,,,,24.5,22.7,23.5,,22.2,22.2
6607,53006608,8.0,7.5,8.2,6.5,8.75,7.25,7.5,,,,,23.25,22.7,24.0,,23.7,24.95
6608,53006609,7.4,7.0,5.0,7.0,7.25,5.75,6.67,,,,,21.65,19.4,20.4,,19.4,19.65
6609,53006610,7.6,6.75,6.4,4.25,5.5,6.25,5.33,,,,,17.35,18.25,19.35,,20.75,19.5
6610,53006611,6.6,6.5,5.0,7.5,6.75,6.0,6.75,,,,,20.85,19.1,19.35,,18.1,18.35
6611,53006612,6.4,7.5,5.6,6.0,7.5,6.25,6.58,,,,,19.9,18.0,20.15,,19.5,19.5
6612,53006613,7.8,9.25,8.2,8.0,7.75,7.25,7.67,,,,,23.55,24.0,22.8,,25.25,23.75
6613,53006614,5.4,6.25,5.6,,,,,3.25,4.75,8.25,5.42,,,,14.25,17.25,
6614,53006615,8.6,8.75,9.0,7.75,7.25,7.75,7.58,,,,,23.6,25.35,23.6,,26.35,24.85
6615,53006616,6.8,6.5,6.0,5.0,6.5,5.0,5.5,,,,,18.3,17.8,18.3,,19.3,19.3
6616,53006617,6.4,6.75,5.6,5.5,6.75,6.5,6.25,,,,,18.65,17.5,19.65,,18.75,18.75
6617,53006618,6.0,7.5,6.0,,,,,7.75,7.25,8.5,7.83,,,,22.5,19.5,
6618,53006619,7.6,7.0,7.2,6.5,7.25,6.25,6.67,,,,,21.35,21.299999999999997,21.1,,21.799999999999997,22.049999999999997
6619,53006620,6.8,8.25,6.8,7.0,7.0,5.5,6.5,,,,,20.8,20.6,19.3,,21.85,20.6
6620,53006621,7.2,8.0,6.6,7.0,7.5,7.5,7.33,,,,,21.7,20.8,22.2,,21.8,21.3
6621,53006622,7.6,9.0,7.4,7.75,8.5,8.75,8.33,,,,,23.85,22.75,24.85,,24.0,23.5
6622,53006623,7.6,7.0,6.8,7.25,6.75,8.0,7.33,,,,,21.6,21.65,22.35,,21.4,21.15
6623,53006624,6.2,7.25,4.8,6.75,7.5,5.75,6.67,,,,,20.45,17.75,19.45,,18.25,18.5
6624,53006625,8.0,7.5,6.4,,,,,6.25,7.25,9.75,7.75,,,,21.0,21.9,
6625,53006626,6.4,7.5,3.4,,,,,5.25,7.0,9.0,7.08,,,,19.75,17.3,
6626,53006627,7.4,7.0,3.8,,,,,5.25,5.0,9.0,6.42,,,,17.25,18.200000000000003,
6627,53006628,7.6,8.5,7.0,,,,,6.25,7.75,9.5,7.83,,,,22.5,23.1,
6628,53006629,6.6,6.5,5.6,,,,,7.25,5.5,8.0,6.92,,,,19.25,18.7,
6629,53006630,8.6,8.75,6.8,7.75,7.25,7.5,7.5,,,,,23.6,23.15,23.35,,24.15,22.65
6630,53006631,7.8,8.25,7.0,7.75,7.75,7.75,7.75,,,,,23.3,22.55,23.3,,23.05,22.55
6631,53006632,5.6,8.25,4.8,,,,,6.5,9.0,9.75,8.42,,,,23.75,18.65,
6632,53006633,6.6,7.0,5.8,5.75,4.75,5.25,5.25,,,,,17.1,18.15,16.6,,19.4,17.15
6633,53006634,6.2,6.25,6.2,4.5,7.75,6.5,6.25,,,,,18.45,16.9,20.45,,18.65,20.15
6634,53006635,6.8,5.25,3.2,,,,,4.75,7.5,7.5,6.58,,,,17.5,15.25,
6635,53006636,6.2,7.5,4.4,4.75,7.25,6.75,6.25,,,,,18.2,15.350000000000001,20.2,,18.1,17.85
6636,53006637,7.8,8.0,6.8,7.0,5.5,7.25,6.58,,,,,20.3,21.6,20.55,,22.6,20.1
6637,53006638,5.2,8.0,5.0,,,,,6.75,7.75,9.5,8.0,,,,22.5,18.2,
6638,53006639,7.8,9.5,7.2,6.75,7.5,6.5,6.92,,,,,22.05,21.75,21.8,,24.5,22.5
6639,53006640,7.2,6.5,6.2,6.75,8.25,6.75,7.25,,,,,22.2,20.15,22.2,,19.9,21.65
6640,53006641,6.8,8.0,5.0,,,,,5.5,5.5,9.25,6.75,,,,19.0,19.8,
6641,53006642,6.2,7.0,7.2,,,,,6.5,6.5,8.25,7.08,,,,20.0,20.4,
6642,53006643,7.0,7.75,8.8,8.0,7.75,7.0,7.58,,,,,22.75,23.8,21.75,,23.55,23.55
6643,53006644,8.4,7.75,7.4,7.25,7.5,7.0,7.25,,,,,23.15,23.05,22.9,,23.55,23.3
6644,53006645,5.8,6.0,3.8,5.0,6.75,6.75,6.17,,,,,17.55,14.600000000000001,19.3,,15.600000000000001,16.35
6645,53006646,6.4,5.0,2.6,,,,,5.5,5.25,7.5,6.08,,,,15.75,14.0,
6646,53006647,7.8,6.75,5.2,6.5,8.5,5.25,6.75,,,,,22.8,19.5,21.55,,19.75,21.5
6647,53006648,8.4,7.5,5.6,8.25,9.0,7.5,8.25,,,,,25.65,22.25,24.9,,21.5,23.0
6648,53006649,5.8,6.0,3.6,,,,,6.5,5.25,9.5,7.08,,,,17.75,15.399999999999999,
6649,53006650,6.2,7.5,4.8,5.5,7.25,5.75,6.17,,,,,18.95,16.5,19.2,,18.5,18.25
6650,53006651,7.2,7.25,4.2,8.0,7.5,6.75,7.42,,,,,22.7,19.4,21.45,,18.65,18.9
6651,53006652,5.6,6.25,4.8,,,,,6.5,4.5,7.75,6.25,,,,17.25,16.65,
6652,53006653,7.2,7.5,5.4,,,,,6.0,7.0,9.5,7.5,,,,20.5,20.1,
6653,53006654,6.8,7.5,4.8,6.25,6.5,6.0,6.25,,,,,19.55,17.85,19.3,,19.1,18.1
6654,53006655,2.6,6.5,3.2,,,,,5.0,5.75,7.5,6.08,,,,17.25,12.299999999999999,
6655,53006656,7.2,7.75,4.2,7.75,7.5,5.75,7.0,,,,,22.45,19.15,20.45,,19.15,18.9
6656,53006657,7.8,8.0,6.2,8.5,8.0,7.0,7.83,,,,,24.3,22.5,22.8,,22.0,22.0
6657,53006658,7.0,7.25,7.0,4.75,5.5,5.5,5.25,,,,,17.25,18.75,18.0,,21.25,19.5
6658,53006659,7.2,7.75,5.8,,,,,6.25,5.75,9.0,7.0,,,,19.75,20.75,
6659,53006660,7.8,8.5,3.2,7.5,7.5,7.25,7.42,,,,,22.8,18.5,22.55,,19.5,18.5
6660,53006661,6.6,7.0,4.6,6.25,7.5,5.75,6.5,,,,,20.35,17.45,19.85,,18.2,18.7
6661,53006662,7.2,6.75,4.2,8.25,7.5,6.25,7.33,,,,,22.95,19.65,20.95,,18.15,18.9
6662,53006663,6.6,8.0,4.8,4.75,6.75,6.0,5.83,,,,,18.1,16.15,19.35,,19.4,18.15
6663,53006664,6.6,7.0,4.6,5.0,5.5,6.75,5.75,,,,,17.1,16.2,18.85,,18.2,16.7
6664,53006665,8.2,7.75,7.6,7.25,8.75,8.25,8.08,,,,,24.2,23.049999999999997,25.2,,23.549999999999997,24.55
6665,53006666,7.8,7.25,6.2,,,,,6.25,6.75,9.5,7.5,,,,20.25,21.25,
6666,53006667,7.4,7.5,6.8,6.25,6.25,6.5,6.33,,,,,19.9,20.450000000000003,20.15,,21.700000000000003,20.450000000000003
6667,53006668,6.6,6.5,3.2,4.0,7.75,6.5,6.08,,,,,18.35,13.8,20.85,,16.299999999999997,17.549999999999997
6668,53006669,7.0,7.5,5.8,,,,,7.25,7.5,9.5,8.08,,,,22.25,20.3,
6669,53006670,7.0,7.0,4.4,7.0,6.25,6.75,6.67,,,,,20.25,18.4,20.0,,18.4,17.65
6670,53006671,5.0,5.75,4.4,,,,,5.0,4.25,7.5,5.58,,,,15.0,15.15,
6671,53006672,8.2,6.25,5.2,6.25,7.5,7.5,7.08,,,,,21.95,19.65,23.2,,19.65,20.9
6672,53006673,7.0,5.5,7.0,8.0,7.0,6.75,7.25,,,,,22.0,22.0,20.75,,19.5,21.0
6673,53006674,7.8,7.75,4.0,5.75,7.0,6.5,6.42,,,,,20.55,17.55,21.3,,19.55,18.8
6674,53006675,6.4,7.75,5.6,5.0,4.75,8.0,5.92,,,,,16.15,17.0,19.15,,19.75,16.75
6675,53006676,7.2,7.5,4.4,7.25,6.75,7.0,7.0,,,,,21.2,18.85,20.95,,19.1,18.35
6676,53006677,8.4,8.5,7.8,7.25,7.5,7.75,7.5,,,,,23.15,23.450000000000003,23.65,,24.700000000000003,23.700000000000003
6677,53006678,6.4,8.25,4.6,,,,,6.5,5.5,9.75,7.25,,,,20.25,19.25,
6678,53006679,8.0,7.0,7.0,8.0,7.0,6.25,7.08,,,,,23.0,23.0,21.25,,22.0,22.0
6679,53006680,7.6,7.5,4.8,7.5,7.5,7.0,7.33,,,,,22.6,19.9,22.1,,19.9,19.9
6680,53006681,6.8,8.0,5.6,7.0,7.75,7.0,7.25,,,,,21.55,19.4,21.55,,20.4,20.15
6681,53006682,6.4,6.25,4.2,,,,,5.25,4.75,6.25,5.42,,,,16.25,16.85,
6682,53006683,6.8,7.0,6.8,7.0,7.75,7.25,7.33,,,,,21.55,20.6,21.8,,20.6,21.35
6683,53006684,7.8,8.0,5.6,8.0,8.0,6.75,7.58,,,,,23.8,21.4,22.55,,21.4,21.4
6684,53006685,7.2,8.0,6.4,6.25,7.75,6.75,6.92,,,,,21.2,19.85,21.7,,21.6,21.35
6685,53006686,6.6,8.0,4.8,8.25,7.0,5.0,6.75,,,,,21.85,19.65,18.6,,19.4,18.4
6686,53006687,6.8,8.25,4.4,,,,,8.0,7.75,8.5,8.08,,,,24.0,19.45,
6687,53006688,5.8,8.5,8.2,,,,,8.25,9.5,9.25,9.0,,,,26.25,22.5,
6688,53006689,6.6,9.0,6.4,5.25,5.5,7.5,6.08,,,,,17.35,18.25,19.6,,22.0,18.5
6689,53006690,8.0,7.25,7.8,,,,,7.5,6.5,8.25,7.42,,,,21.25,23.05,
6690,53006691,6.4,7.25,6.0,,,,,5.75,7.25,8.0,7.0,,,,20.25,19.65,
6691,53006692,8.0,8.25,6.4,,,,,8.75,8.0,9.75,8.83,,,,25.0,22.65,
6692,53006693,8.4,7.75,7.0,7.75,8.5,7.75,8.0,,,,,24.65,23.15,24.65,,23.15,23.9
6693,53006694,7.0,8.25,4.2,6.25,6.75,5.75,6.25,,,,,20.0,17.45,19.5,,19.45,17.95
6694,53006695,7.4,7.75,5.8,5.75,7.75,7.5,7.0,,,,,20.9,18.950000000000003,22.65,,20.950000000000003,20.950000000000003
6695,53006696,6.4,7.75,4.8,,,,,7.5,8.0,8.5,8.0,,,,23.25,18.950000000000003,
6696,53006697,7.6,7.75,6.2,7.25,7.25,6.0,6.83,,,,,22.1,21.049999999999997,20.85,,21.549999999999997,21.049999999999997
6697,53006698,8.6,8.25,8.0,7.75,8.0,7.0,7.58,,,,,24.35,24.35,23.6,,24.85,24.6
6698,53006699,7.0,8.0,5.2,7.5,6.75,6.75,7.0,,,,,21.25,19.7,20.5,,20.2,18.95
6699,53006700,6.8,8.5,8.8,,,,,5.25,7.0,9.0,7.08,,,,20.75,24.1,
6700,53006701,7.4,7.0,6.0,7.0,6.5,5.75,6.42,,,,,20.9,20.4,19.65,,20.4,19.9
6701,53006702,7.2,7.25,7.2,8.75,7.0,7.25,7.67,,,,,22.95,23.15,21.45,,21.65,21.4
6702,53006703,6.2,8.0,6.8,,,,,6.5,6.5,9.25,7.42,,,,21.0,21.0,
6703,53006704,7.2,8.25,7.2,5.75,7.25,7.75,6.92,,,,,20.2,20.15,22.2,,22.65,21.65
6704,53006705,7.8,9.0,4.4,,,,,8.0,7.25,8.75,8.0,,,,24.25,21.2,
6705,53006706,6.6,7.25,5.0,5.0,6.5,6.0,5.83,,,,,18.1,16.6,19.1,,18.85,18.1
6706,53006707,6.8,6.75,6.4,7.5,7.0,6.75,7.08,,,,,21.3,20.7,20.55,,19.95,20.2
6707,53006708,8.6,9.0,8.6,,,,,8.75,8.5,9.5,8.92,,,,26.25,26.200000000000003,
6708,53006709,8.2,8.25,5.8,7.5,7.25,8.0,7.58,,,,,22.95,21.5,23.45,,22.25,21.25
6709,53006710,6.0,7.75,6.6,4.5,6.5,7.0,6.0,,,,,17.0,17.1,19.5,,20.35,19.1
6710,53006711,7.8,8.75,6.4,6.25,7.5,6.5,6.75,,,,,21.55,20.45,21.8,,22.95,21.7
6711,53006712,6.4,8.25,4.4,8.25,8.0,7.0,7.75,,,,,22.65,19.05,21.4,,19.05,18.8
6712,53006713,8.0,7.25,6.0,7.5,7.5,7.0,7.33,,,,,23.0,21.5,22.5,,21.25,21.5
6713,53006714,6.0,6.75,3.6,4.25,6.25,5.5,5.33,,,,,16.5,13.85,17.75,,16.35,15.85
6714,53006715,6.0,6.25,7.2,,,,,6.75,5.75,8.25,6.92,,,,18.75,19.45,
6715,53006716,7.2,7.75,7.8,7.0,6.75,7.5,7.08,,,,,20.95,22.0,21.45,,22.75,21.75
6716,53006717,6.4,7.5,4.8,7.0,7.25,6.25,6.83,,,,,20.65,18.200000000000003,19.9,,18.700000000000003,18.450000000000003
6717,53006718,6.8,6.0,5.4,5.25,6.75,5.5,5.83,,,,,18.8,17.45,19.05,,18.2,18.95
6718,53006719,7.6,8.0,3.0,,,,,6.75,5.75,8.0,6.83,,,,20.5,18.6,
6719,53006720,8.0,8.0,7.8,6.75,5.75,6.25,6.25,,,,,20.5,22.55,20.0,,23.8,21.55
6720,53006721,5.0,7.5,3.2,,,,,6.0,6.25,8.5,6.92,,,,19.75,15.7,
6721,53006722,7.8,7.5,8.6,6.5,6.0,6.5,6.33,,,,,20.3,22.9,20.3,,23.900000000000002,22.4
6722,53006723,7.2,6.75,5.0,8.0,7.25,6.5,7.25,,,,,22.45,20.2,20.95,,18.95,19.45
6723,53006724,7.4,6.5,5.2,7.5,6.75,7.5,7.25,,,,,21.65,20.1,21.65,,19.1,19.35
6724,53006725,5.2,6.75,3.4,5.5,5.0,6.75,5.75,,,,,15.7,14.100000000000001,16.95,,15.350000000000001,13.600000000000001
6725,53006726,7.8,8.25,5.0,7.25,8.0,7.0,7.42,,,,,23.05,20.05,22.8,,21.05,20.8
6726,53006727,7.0,5.75,7.2,,,,,6.0,8.0,9.25,7.75,,,,19.75,19.95,
6727,53006728,8.0,8.25,7.8,8.25,8.0,8.0,8.08,,,,,24.25,24.05,24.0,,24.05,23.8
6728,53006729,7.2,7.75,6.2,6.75,7.25,6.75,6.92,,,,,21.2,20.15,21.2,,21.15,20.65
6729,53006730,5.0,8.0,4.2,4.75,6.5,5.75,5.67,,,,,16.25,13.95,17.25,,17.2,15.7
6730,53006731,6.2,7.75,6.8,5.0,8.0,4.75,5.92,,,,,19.2,18.0,18.95,,20.75,21.0
6731,53006732,7.4,8.0,4.6,4.75,5.5,5.75,5.33,,,,,17.65,16.75,18.65,,20.0,17.5
6732,53006733,4.2,6.75,4.6,,,,,6.0,4.75,7.75,6.17,,,,17.5,15.55,
6733,53006734,7.0,8.25,5.0,,,,,6.5,5.25,8.25,6.67,,,,20.0,20.25,
6734,53006735,8.4,8.0,7.4,,,,,8.75,8.25,9.75,8.92,,,,25.0,23.8,
6735,53006736,8.0,8.25,6.8,7.25,8.25,8.5,8.0,,,,,23.5,22.05,24.75,,23.05,23.05
6736,53006737,6.2,7.5,5.8,,,,,7.25,8.0,9.25,8.17,,,,22.75,19.5,
6737,53006738,8.2,8.5,8.0,8.0,8.75,7.25,8.0,,,,,24.95,24.2,24.2,,24.7,24.95
6738,53006739,6.2,7.0,5.0,8.0,8.5,7.25,7.92,,,,,22.7,19.2,21.95,,18.2,19.7
6739,53006740,8.0,6.75,6.0,4.25,7.5,7.0,6.25,,,,,19.75,18.25,22.5,,20.75,21.5
6740,53006741,7.2,8.5,8.0,,,,,8.5,9.25,9.5,9.08,,,,26.25,23.7,
6741,53006742,4.4,7.0,4.6,,,,,6.25,6.75,7.5,6.83,,,,20.0,16.0,
6742,53006743,7.6,7.5,4.8,6.5,8.0,5.75,6.75,,,,,22.1,18.9,21.35,,19.9,20.4
6743,53006744,8.2,6.5,6.2,,,,,7.75,6.75,9.0,7.83,,,,21.0,20.9,
6744,53006745,6.8,7.25,6.6,,,,,7.25,5.25,8.75,7.08,,,,19.75,20.65,
6745,53006746,7.0,5.0,5.6,8.0,7.0,7.0,7.33,,,,,22.0,20.6,21.0,,17.6,19.6
6746,53006747,8.0,8.0,7.6,8.5,8.5,7.5,8.17,,,,,25.0,24.1,24.0,,23.6,24.1
6747,53006748,8.0,5.0,4.6,8.0,8.5,8.5,8.33,,,,,24.5,20.6,25.0,,17.6,21.1
6748,53006749,7.8,7.5,6.4,6.5,8.0,7.75,7.42,,,,,22.3,20.7,23.55,,21.7,22.2
6749,53006750,7.2,8.25,6.0,7.25,7.0,7.25,7.17,,,,,21.45,20.45,21.45,,21.45,20.2
6750,53006751,6.2,8.5,4.2,6.5,8.0,6.25,6.92,,,,,20.7,16.9,20.45,,18.9,18.4
6751,53006752,8.4,8.25,8.4,8.25,6.75,6.0,7.0,,,,,23.4,25.049999999999997,21.15,,25.049999999999997,23.55
6752,53006753,6.8,8.25,6.4,4.75,5.25,6.5,5.5,,,,,16.8,17.95,18.55,,21.45,18.45
6753,53006754,8.8,8.0,7.4,8.25,8.5,6.5,7.75,,,,,25.55,24.450000000000003,23.8,,24.200000000000003,24.700000000000003
6754,53006755,7.8,7.0,5.8,7.0,7.75,7.75,7.5,,,,,22.55,20.6,23.3,,20.6,21.35
