Code,DiaLi,GDCD,HoaHoc,KHTN,KHXH,LichSu,ListGroup,NgoaiNgu,NguVan,Result,SinhHoc,Toan,VatLi
01003486,6.25,8.75,,,7.75,8.25,[],,7.50,,,7.40,
01003487,,,3.75,,,,[],8.40,,,,7.40,7.25
01003488,,,7.00,7.25,,,[],8.80,7.00,,6.00,8.20,8.75
01003489,7.25,7.75,,,7.50,7.50,[],9.80,6.00,,,7.40,
01003490,5.50,,,,,4.50,[],,5.75,,,3.40,
01003491,6.25,7.50,,,6.75,6.50,[],6.80,8.25,,,8.80,
01003492,6.75,8.50,,,7.25,6.50,[],7.60,6.25,,,6.20,
01003493,5.00,,,,,5.25,[],,6.25,,,4.60,
01003494,7.25,7.50,,,7.42,7.50,[],8.40,7.75,,,8.80,
01003495,,,3.00,3.50,,,[],3.40,5.75,,3.75,6.00,3.75
01003496,7.25,9.50,,,7.75,6.50,[],4.60,7.00,,,8.00,
01003497,5.25,6.25,,,5.50,5.00,[],3.20,7.50,,,7.40,
01003498,7.00,8.00,,,7.25,6.75,[],5.00,7.50,,,5.40,
01003499,3.75,,,,,6.25,[],,5.00,,,2.80,
01003500,7.00,7.25,,,7.33,7.75,[],7.60,8.50,,,7.60,
01003501,6.75,8.25,,,7.50,7.50,[],9.40,8.75,,,8.20,
01003502,5.75,,,,,6.75,[],,6.00,,,4.80,
01003503,7.75,8.25,,,8.17,8.50,[],2.80,8.00,,,5.60,
01003504,7.75,9.00,,,8.25,8.00,[],6.00,8.00,,,7.80,
01003505,4.75,5.75,,,4.58,3.25,[],2.20,6.50,,,3.20,
01003506,8.25,9.25,,,8.00,6.50,[],,8.25,,,6.80,
01003507,4.50,8.00,,,5.58,4.25,[],5.40,6.00,,,4.80,
01003508,5.25,,,,,5.00,[],,4.67,,,3.20,
01003509,,,7.00,5.92,,,[],8.40,6.75,,5.75,7.80,5.00
01003510,5.25,6.75,,,6.33,7.00,[],8.20,7.66,,,7.40,
01003511,7.75,7.25,,,7.42,7.25,[],7.40,7.25,,,7.80,
01003512,,,7.75,5.00,,,[],3.80,4.00,,1.25,8.00,6.00
01003513,7.75,9.00,,,8.17,7.75,[],,6.25,,,7.40,
01003514,6.25,,,,,7.00,[],6.00,5.25,,,5.20,
01003515,,,4.75,5.33,,,[],9.00,5.75,,4.00,8.20,7.25
01003516,7.00,8.75,,,8.33,9.25,[],,6.50,,,8.20,
01003517,4.50,,,,,3.25,[],,5.50,,,5.00,
01003518,5.75,7.75,,,7.00,7.50,[],8.20,5.50,,,6.60,
01003519,7.50,9.00,,,8.17,8.00,[],4.00,6.75,,,7.80,
01003520,7.00,,,,,6.75,[],,4.75,,,,
01003521,,,2.75,3.50,,,[],8.00,3.50,,3.25,7.20,4.50
01003522,,,8.00,7.00,,,[],7.00,6.00,,4.50,8.20,8.50
01003523,4.50,5.75,,,5.33,5.75,[],,,,,,
01003524,,,,,,,[],6.00,7.00,,,7.20,
01003525,,,7.25,6.42,,,[],6.60,6.00,,3.75,8.80,8.25
01003526,,,6.50,5.75,,,[],3.40,5.66,,4.25,6.20,6.50
01003527,,,7.50,6.25,,,[],7.20,7.25,,7.25,8.40,4.00
01003528,,,7.75,7.58,,,[],9.20,7.75,,6.00,8.40,9.00
01003529,7.25,8.50,,,8.08,8.50,[],7.00,7.50,,,7.40,
01003530,,,4.75,6.17,,,[],9.60,7.00,,6.50,7.80,7.25
01003531,6.50,6.50,,,7.17,8.50,[],6.00,6.75,,,7.40,
01003532,6.50,6.75,,,6.50,6.25,[],4.00,3.50,,,6.60,
01003533,,,4.50,3.92,,,[],9.20,5.75,,3.75,6.60,3.50
01003534,,,5.50,6.17,,,[],8.80,7.00,,4.50,8.60,8.50
01003535,6.50,8.75,,,7.25,6.50,[],7.20,6.75,,,7.00,
01003536,7.25,7.75,,,6.92,5.75,[],,5.00,,,4.20,
01003537,,,6.00,6.08,,,[],8.40,6.25,,4.50,7.60,7.75
01003538,6.75,7.50,,,7.17,7.25,[],7.00,6.50,,,7.20,
01003539,8.50,9.00,,,8.83,9.00,[],9.80,7.75,,,9.20,
01003540,7.25,8.00,,,7.50,7.25,[],8.00,7.25,,,7.40,
01003541,,,4.00,4.92,,,[],8.20,6.75,,4.25,8.00,6.50
01003543,8.00,7.50,,,7.75,7.75,[],8.80,8.00,,,8.00,
01003544,4.25,,,,,4.50,[],,6.50,,,5.00,
01003545,8.25,7.50,,,7.00,5.25,[],8.00,8.00,,,7.60,
01003546,5.00,,,,,4.50,[],,6.50,,,6.80,
01003547,,,7.25,6.42,,,[],7.80,8.50,,5.25,8.80,6.75
01003548,6.25,8.00,,,6.00,3.75,[],8.80,6.75,,,4.00,
01003549,5.75,8.75,,,7.58,8.25,[],9.40,9.25,,,8.60,
01003550,4.75,7.25,,,5.67,5.00,[],8.00,7.75,,,5.00,
01003551,,,5.75,5.50,,,[],5.60,8.00,,4.75,7.60,6.00
01003552,,,5.25,6.08,,,[],8.00,4.25,,5.25,6.60,7.75
01003553,,,6.25,5.67,,,[],9.60,7.25,,4.50,7.80,6.25
01003554,7.00,6.75,,,7.00,7.25,[],7.20,8.25,,,7.80,
01003555,7.00,9.25,,,8.42,9.00,[],2.20,9.00,,,5.00,
01003556,,,6.25,6.17,,,[],8.60,5.50,,4.25,8.60,8.00
01003557,,,5.25,5.50,,,[],6.60,6.00,,4.25,7.80,7.00
01003558,6.25,,,,,8.00,[],,3.50,,,2.40,
01003559,,,,,,,[],6.80,8.75,,,7.40,
01003560,7.00,8.25,,,7.58,7.50,[],7.80,8.00,,,6.80,
01003561,6.75,8.50,,,7.67,7.75,[],9.60,8.50,,,8.20,
01003562,6.75,7.75,,,7.17,7.00,[],7.40,7.50,,,7.20,
01003563,5.25,,,,,4.25,[],,6.00,,,5.40,
01003564,8.00,8.25,,,7.50,6.25,[],7.80,9.00,,,9.40,
01003565,6.75,7.50,,,7.67,8.75,[],9.40,8.50,,,6.80,
01003566,6.25,7.50,,,6.83,6.75,[],9.40,8.00,,,6.80,
01003567,,,1.50,4.08,,,[],7.00,5.75,,3.25,8.00,7.50
01003568,6.25,8.00,,,6.92,6.50,[],9.00,7.00,,,8.40,
01003569,8.00,9.00,,,8.58,8.75,[],8.00,7.50,,,8.40,
01003570,5.50,8.00,,,7.17,8.00,[],9.20,8.75,,,7.80,
01003571,7.25,9.00,,,7.58,6.50,[],7.80,8.50,,,6.00,
01003572,,,2.50,4.42,,,[],8.80,6.00,,2.00,8.60,8.75
01003573,6.25,7.75,,,6.83,6.50,[],9.00,7.75,,,8.00,
01003574,8.25,9.25,,,8.92,9.25,[],8.80,8.50,,,8.40,
01003575,,,8.25,6.75,,,[],8.60,8.50,,4.75,8.60,7.25
01003576,5.75,,,,,5.00,[],,7.00,,,4.00,
01003577,8.50,8.25,,,8.25,8.00,[],8.60,8.75,,,7.00,
01003578,6.75,9.00,,,7.50,6.75,[],8.40,9.00,,,7.20,
01003579,7.50,8.00,,,6.83,5.00,[],5.80,6.50,,,6.00,
01003580,7.00,9.00,,,8.17,8.50,[],8.40,8.50,,,7.20,
01003581,7.25,8.50,,,7.17,5.75,[],9.40,7.75,,,7.40,
01003582,5.75,8.50,,,7.33,7.75,[],7.20,7.50,,,6.60,
01003583,6.25,7.75,,,6.92,6.75,[],7.60,7.50,,,6.40,
01003584,7.75,7.50,,,7.67,7.75,[],8.40,9.00,,,7.80,
01003585,6.50,8.00,,,7.08,6.75,[],5.60,8.25,,,7.60,
01003586,5.75,6.25,,,5.83,5.50,[],8.20,7.50,,,8.40,
01003587,8.00,8.25,,,8.25,8.50,[],8.00,8.75,,,7.80,
01003588,7.00,8.00,,,7.42,7.25,[],8.40,9.00,,,7.60,
01003589,8.00,8.75,,,8.50,8.75,[],8.80,8.50,,,7.60,
01003590,,,2.00,3.50,,,[],7.00,,,2.50,7.80,6.00
01003591,7.00,,,,,2.75,[],,6.00,,,2.80,
01003592,6.00,8.25,,,7.00,6.75,[],6.00,7.50,,,7.60,
01003593,5.75,8.25,,,6.83,6.50,[],8.60,7.75,,,5.60,
01003594,7.00,8.75,,,7.83,7.75,[],7.00,6.75,,,7.20,
01003595,5.50,7.00,,,6.67,7.50,[],7.60,8.00,,,7.20,
01003596,6.00,8.25,,,7.08,7.00,[],8.80,8.75,,,7.20,
01003597,5.75,5.50,,,5.00,3.75,[],8.00,5.50,,,7.00,
01003598,7.50,8.50,,,7.50,6.50,[],6.80,8.25,,,6.80,
01003599,6.25,7.75,,,7.17,7.50,[],7.20,7.50,,,7.00,
01003600,7.00,7.50,,,7.42,7.75,[],8.80,8.75,,,8.80,
01003601,,,3.25,4.25,,,[],6.20,7.75,,3.25,7.80,6.25
01003602,6.00,7.75,,,6.33,5.25,[],8.00,7.25,,,4.00,
01003603,9.50,8.25,,,8.58,8.00,[],8.80,7.00,,,8.00,
01003604,6.25,8.50,,,7.17,6.75,[],8.20,8.00,,,7.00,
01003605,5.75,7.25,,,6.58,6.75,[],8.20,7.75,,,7.40,
01003606,,,,,,,[],8.00,8.00,,,7.80,
01003607,,,7.75,6.67,,,[],8.20,7.00,,6.75,7.20,5.50
01003608,8.75,8.25,,,8.50,8.50,[],9.00,7.25,,,8.40,
01003609,,,8.25,7.08,,,[],8.40,7.00,,8.75,7.40,4.25
01003610,7.75,8.00,,,7.75,7.50,[],7.40,7.50,,,7.80,
01003611,7.25,8.50,,,8.00,8.25,[],8.80,7.50,,,7.80,
01003612,5.25,6.75,,,4.92,2.75,[],7.00,8.00,,,5.60,
01003613,,,2.75,4.58,,,[],5.40,7.75,,4.25,6.40,6.75
01003614,5.50,8.50,,,7.42,8.25,[],8.60,7.50,,,8.20,
01003615,7.25,9.25,,,7.92,7.25,[],6.40,7.00,,,7.20,
01003616,5.75,7.75,,,6.83,7.00,[],8.40,8.00,,,7.40,
01003617,6.25,8.25,,,6.92,6.25,[],8.80,8.00,,,7.40,
01003618,7.00,8.75,,,8.17,8.75,[],8.20,7.00,,,6.20,
01003619,7.50,8.00,,,7.75,7.75,[],8.00,8.00,,,7.60,
01003620,5.25,8.25,,,5.58,3.25,[],3.00,6.25,,,5.60,
01003621,7.00,8.75,,,7.92,8.00,[],8.80,7.75,,,8.40,
01003622,5.75,6.50,,,6.08,6.00,[],3.40,7.75,,,6.80,
01003623,8.75,,,,,9.00,[],,7.00,,,5.80,
01003624,6.50,9.00,,,7.67,7.50,[],7.80,7.25,,,6.40,
01003625,4.25,,,,,6.00,[],,4.00,,,,
01003626,7.25,8.25,,,7.42,6.75,[],5.20,6.25,,,6.20,
01003627,,,7.25,5.42,,,[],5.40,5.25,,5.00,7.60,4.00
01003628,6.75,,,,,6.25,[],,5.25,,,4.20,
01003629,,,3.50,4.92,,,[],8.00,5.25,,4.00,8.20,7.25
01003630,,,2.75,4.42,,,[],8.40,5.50,,3.25,7.80,7.25
01003631,5.75,7.25,,,6.42,6.25,[],5.20,5.25,,,7.40,
01003632,,,3.50,5.83,,,[],7.80,6.00,,5.00,8.40,9.00
01003633,6.00,,,,,6.75,[],,6.50,,,6.40,
01003634,,,7.50,5.83,,,[],6.40,6.50,,5.75,6.60,4.25
01003635,,,7.25,6.50,,,[],8.20,7.25,,4.00,8.40,8.25
01003636,,,8.50,5.33,,,[],7.60,6.50,,4.00,8.80,3.50
01003637,,,8.00,7.17,,,[],8.00,6.50,,5.50,7.80,8.00
01003639,7.50,8.75,,,7.92,7.50,[],9.00,7.50,,,7.20,
01003640,5.75,7.50,,,6.92,7.50,[],9.20,7.75,,,6.40,
01003642,,,6.50,6.25,,,[],8.60,5.75,,4.00,8.40,8.25
01003643,,,8.50,7.25,,,[],8.40,6.00,,5.00,9.40,8.25
01003644,2.25,,,,,2.25,[],,4.00,,,,
01003645,,,8.50,7.58,,,[],8.80,6.25,,7.00,8.00,7.25
01003646,5.25,7.25,,,6.25,6.25,[],3.00,6.25,,,6.40,
01003647,5.25,7.75,,,6.17,5.50,[],8.20,7.75,,,7.40,
01003648,5.75,8.75,,,7.00,6.50,[],7.20,8.00,,,7.80,
01003649,7.75,9.00,,,8.50,8.75,[],7.40,9.00,,,7.60,
01003650,6.25,,,,,4.50,[],,5.75,,,3.80,
01003651,6.75,8.25,,,7.42,7.25,[],7.20,8.25,,,7.80,
01003652,7.50,7.75,,,6.67,4.75,[],2.60,6.75,,,4.60,
01003653,4.50,6.00,,,5.25,5.25,[],6.00,7.75,,,7.80,
01003656,5.00,,,,,7.25,[],,6.50,,,4.60,
01003657,,,,,,,[],8.80,7.50,,,8.00,
01003658,5.25,,,,,7.50,[],,5.50,,,5.40,
01003659,5.50,,,,,3.25,[],,1.50,,,2.60,
01003660,6.50,,,,,6.50,[],,3.50,,,2.20,
01003661,,,5.00,,,,[],,,,,7.20,6.00
01003662,6.00,,,,,7.50,[],,5.00,,,4.80,
01003663,,,,,,,[],7.60,8.75,,,8.20,
01003664,5.75,8.50,,,6.58,5.50,[],,7.00,,,,
01003665,5.50,,,,,8.00,[],,3.50,,,3.60,
01003666,7.25,,,,,8.25,[],,7.83,,,,
01003667,5.25,,,,,3.25,[],,4.75,,,3.60,
01003668,4.50,,,,,5.00,[],,5.25,,,2.20,
01003669,5.50,,,,,5.50,[],7.00,4.50,,,6.20,
01003670,6.25,,,,,8.75,[],,5.25,,,5.20,
01003671,7.00,,,,,7.00,[],8.00,5.75,,,6.60,
01003672,5.25,,,,,5.50,[],,4.25,,,7.00,
01003673,,,8.25,6.75,,,[],,,,2.75,9.40,9.25
01003674,3.50,,,,,3.00,[],,3.25,,,2.60,
01003676,7.00,,,,,6.50,[],,6.25,,,2.80,
01003677,7.00,,,,,6.00,[],,4.75,,,,
01003678,,,5.00,5.50,,,[],7.40,,,4.00,8.20,7.50
01003679,5.25,,,,,6.25,[],,4.75,,,5.40,
01003681,5.00,,,,,5.50,[],,5.75,,,4.60,
01003682,6.00,,,,,7.50,[],,5.75,,,3.80,
01003683,5.75,,,,,5.00,[],,5.25,,,3.20,
01003684,,,,,,,[],8.60,8.25,,,7.80,
01003685,4.00,,,,,3.75,[],,1.50,,,1.60,
01003686,8.00,,,,,7.50,[],2.80,5.75,,,6.20,
01003687,5.50,,,,,5.50,[],,3.25,,,5.60,
01003688,7.00,,,,,6.75,[],,4.25,,,3.80,
01003689,,,,,,,[],7.40,9.00,,,8.40,
01003690,4.75,,,,,5.00,[],,6.00,,,4.00,
01003691,5.75,,,,,4.00,[],,6.75,,,2.20,
01003692,6.00,,,,,4.25,[],,6.00,,,4.60,
01003693,5.25,,,,,5.50,[],,6.25,,,5.20,
01003694,,,,,,9.00,[],,7.25,,,9.00,
01003695,,,8.75,5.67,,,[],6.60,,,1.50,8.20,6.75
01003696,6.50,,,,,6.00,[],,7.00,,,4.00,
01003697,6.75,,,,,6.00,[],,3.25,,,3.00,
01003698,6.00,,,,,3.25,[],,1.75,,,,
01003699,,,9.25,,,,[],7.80,,,,8.60,
01003700,5.50,,,,,5.25,[],,4.75,,,,
01003701,7.50,,,,,7.00,[],,4.00,,,,
01003702,5.50,,,,,5.75,[],,3.50,,,3.00,
01003703,6.25,,,,,9.25,[],6.80,5.25,,,7.20,
01003704,4.00,,,,,3.50,[],,,,,4.80,
01003705,5.75,,,,,4.25,[],,3.25,,,4.60,
01003707,6.75,,,,,7.00,[],,7.00,,,8.00,
01003708,,,8.75,,,,[],9.20,,,7.75,9.00,
01003710,5.00,,,,,6.25,[],,4.75,,,4.00,
01003711,5.50,,,,,5.75,[],,6.25,,,,
01003712,5.75,,,,,5.25,[],,5.50,,,4.60,
01003713,6.50,,,,,7.50,[],,6.75,,,5.60,
01003714,7.50,,,,,5.50,[],,6.75,,,2.80,
01003715,5.25,,,,,8.00,[],,4.75,,,2.60,
01003716,7.50,,,,,7.75,[],9.20,4.25,,,5.20,
01003717,,,,,,,[],7.40,6.75,,,8.00,
01003718,,,,,,,[],,3.75,,,,
01003719,6.00,,,,,6.25,[],,4.25,,,,
01003720,6.75,,,,,4.75,[],,4.25,,,4.00,
01003721,,,2.50,,,,[],,,,,5.00,3.25
01003722,4.50,,,,,4.25,[],,2.00,,,2.60,
01003723,3.50,,,,,2.50,[],,3.00,,,3.40,
01003724,5.50,,,,,5.50,[],,6.75,,,5.40,
01003725,5.25,,,,,5.00,[],,6.50,,,3.40,
01003726,6.50,,,,,6.00,[],,6.25,,,4.40,
01003727,4.50,,,,,4.75,[],,6.25,,,,
01003728,4.75,,,,,5.25,[],,7.50,,,5.40,
01003729,4.50,,,,,5.00,[],,6.25,,,4.00,
01003730,4.25,,,,,6.50,[],,6.00,,,3.80,
01003731,7.50,,,,,5.25,[],,6.50,,,3.60,
01003732,6.75,,,,,8.25,[],,5.50,,,4.60,
01003733,7.25,,,,,6.75,[],,7.75,,,7.40,
01003734,5.75,,,,,7.50,[],,1.75,,,2.40,
01003735,6.75,,,,,4.00,[],,5.25,,,2.40,
01003736,5.00,7.75,,,6.08,5.50,[],9.60,8.50,,,8.60,
01003737,6.25,,,,,7.25,[],,7.25,,,3.60,
01003738,4.75,,,,,4.25,[],,2.75,,,1.40,
01003739,5.25,,,,,5.00,[],,5.25,,,5.00,
01003740,8.00,,,,,9.25,[],,6.75,,,,
01003741,6.00,,,,,4.75,[],,6.00,,,4.60,
01003742,5.50,,,,,4.75,[],,2.75,,,3.60,
01003743,7.00,,,,,4.25,[],,5.25,,,2.80,
01003744,4.25,,,,,4.75,[],,7.00,,,5.40,
01003745,7.00,,,,,6.25,[],,5.50,,,3.80,
01003746,4.75,,,,,5.50,[],,3.25,,,6.00,
01003747,5.50,,,,,7.75,[],,5.75,,,,
01003748,4.50,,,,,7.25,[],,4.00,,,2.60,
01003749,5.75,,,,,3.75,[],,6.25,,,3.00,
01003750,,,,,,,[],7.20,,,,8.20,3.00
01003751,7.00,,,,,7.75,[],,3.75,,,2.80,
01003752,4.50,,,,,3.50,[],,6.75,,,2.80,
01003753,8.25,,,,,8.75,[],,5.50,,,3.20,
01003754,7.75,,,,,7.50,[],7.60,6.50,,,4.40,
01003755,6.75,,,,,7.00,[],,3.00,,,3.00,
01003756,6.50,,,,,7.75,[],,1.75,,,6.20,
01003757,5.25,,,,,6.75,[],9.40,7.00,,,7.00,
01003758,6.50,,,,,7.00,[],,5.00,,,2.80,
01003759,7.25,,,,,7.25,[],,5.00,,,,
01003760,6.25,,,,,8.25,[],,7.00,,,6.20,
01003761,5.75,,,,,5.25,[],,6.50,,,3.00,
01003762,,,,,,4.25,[],,3.50,,,2.40,
01003763,4.25,,,,,4.00,[],,4.75,,,2.60,
01003764,6.00,,,,,6.00,[],,6.25,,,5.80,
01003765,7.25,,,,,7.50,[],,6.00,,,3.80,
01003766,6.75,,,,,6.75,[],,4.00,,,3.40,
01003767,4.00,,,,,3.25,[],,5.00,,,2.80,
01003768,,,,,,,[],8.20,6.75,,,7.60,
01003769,,,9.75,7.92,,,[],,,,4.50,9.00,9.50
01003770,6.50,,,,,7.75,[],,6.75,,,5.40,
01003771,,,8.50,,,,[],8.60,,,,9.20,7.75
01003772,7.50,,,,,6.50,[],,5.75,,,,
01003774,7.00,,,,,7.00,[],,5.75,,,3.40,
01003775,,,,,,,[],9.40,6.75,,,8.00,
01003776,7.00,,,,,5.00,[],,6.50,,,5.20,
01003777,7.00,,,,,5.25,[],,5.25,,,3.20,
01003778,,,,,,,[],5.80,7.00,,,5.80,
01003779,4.00,,,,,5.50,[],,5.25,,,4.60,
01003781,5.75,,,,,4.25,[],,6.00,,,1.40,
01003782,6.00,,,,,7.25,[],,4.75,,,4.40,
01003783,6.00,,,,,3.75,[],,5.75,,,5.00,
01003784,5.25,,,,,5.75,[],,4.00,,,2.00,
01003785,4.50,,,,,4.75,[],,5.75,,,3.80,
01003786,,,,,,,[],7.20,6.00,,,7.80,
01003787,4.75,,,,,7.25,[],,2.75,,,2.40,
01003788,6.50,,,,,4.25,[],,4.00,,,,
01003789,4.25,,,,,6.00,[],,4.50,,,4.00,
01003790,3.25,,,,,6.00,[],,2.71,,,2.20,
01003791,,,8.00,,,,[],,,,,8.80,7.25
01003792,5.50,,,,,5.75,[],,7.00,,,7.20,
01003793,5.00,,,,,4.25,[],,6.25,,,4.60,
01003794,5.50,,,,,5.25,[],,5.50,,,2.20,
01003795,5.00,,,,,4.50,[],,4.50,,,4.80,
01003796,5.00,,,,,4.25,[],,3.75,,,2.80,
01003797,6.75,,,,,4.00,[],,4.00,,,3.00,
01003798,,,,,,,[],9.80,6.50,,,6.60,
01003799,,,,,,,[],9.00,7.75,,,7.40,
01003800,4.75,,,,,3.25,[],,3.00,,,3.60,
01003802,5.75,,,,,8.00,[],5.80,2.00,,,2.80,
01003803,,,,,,,[],9.40,9.25,,,8.40,
01003804,4.75,,,,,4.50,[],,5.75,,,2.60,
01003805,8.25,,,,,8.50,[],,5.00,,,,
01003806,7.00,,,,,5.75,[],,5.25,,,4.40,
01003807,6.75,,,,,5.00,[],,7.00,,,5.40,
01003808,6.00,,,,,2.75,[],,3.50,,,2.60,
01003809,5.50,7.75,,,5.92,4.50,[],7.60,7.75,,,8.00,
01003810,,,6.50,5.75,,,[],4.40,6.75,,4.00,7.20,6.75
01003811,8.00,8.00,,,8.08,8.25,[],7.00,8.00,,,5.80,
01003812,7.25,9.00,,,7.92,7.50,[],9.60,8.25,,,8.40,
01003813,7.00,8.25,,,7.25,6.50,[],9.20,7.50,,,8.00,
01003814,6.75,8.25,,,7.08,6.25,[],8.80,8.25,,,8.00,
01003815,,,7.50,6.67,,,[],9.20,5.75,,6.00,8.40,6.50
01003816,5.75,8.50,,,7.00,6.75,[],8.80,6.75,,,8.20,
01003817,7.00,7.75,,,7.58,8.00,[],9.20,9.25,,,7.60,
01003818,7.50,7.25,,,7.33,7.25,[],9.40,7.00,,,7.60,
01003819,7.00,7.75,,,6.92,6.00,[],7.80,6.50,,,6.60,
01003820,7.75,8.25,,,7.42,6.25,[],8.80,8.00,,,8.60,
01003821,7.50,8.50,,,8.00,8.00,[],9.60,8.00,,,8.40,
01003822,8.50,,,,,9.25,[],,6.00,,,4.60,
01003823,6.75,8.25,,,6.92,5.75,[],7.80,7.75,,,8.20,
01003824,4.50,7.00,,,5.58,5.25,[],7.20,6.50,,,7.00,
01003825,,,5.00,5.58,,,[],6.80,5.50,,5.50,7.80,6.25
01003826,,,4.25,5.83,,,[],8.20,5.50,,5.00,9.00,8.25
01003827,7.00,,,,,7.25,[],,3.00,,,5.40,
01003828,7.00,8.00,,,7.42,7.25,[],5.00,5.50,,,5.80,
01003829,7.50,8.25,,,7.50,6.75,[],8.80,6.00,,,6.00,
01003830,7.25,8.50,,,8.00,8.25,[],7.40,5.25,,,8.40,
01003832,7.00,8.75,,,8.17,8.75,[],9.00,6.00,,,7.80,
01003833,5.50,,,,,4.75,[],,2.00,,,3.60,
01003834,8.00,9.00,,,7.83,6.50,[],9.40,6.50,,,7.80,
01003835,6.50,8.00,,,7.42,7.75,[],7.00,6.25,,,7.00,
01003836,7.25,6.75,,,6.58,5.75,[],6.40,6.00,,,7.80,
01003837,6.25,7.25,,,6.75,6.75,[],7.80,6.25,,,7.80,
01003838,7.75,,,,,8.25,[],,5.00,,,5.60,
01003839,5.50,7.75,,,6.42,6.00,[],7.20,5.00,,,6.60,
01003840,5.00,6.25,,,5.17,4.25,[],4.20,5.50,,,3.80,
01003841,6.50,8.25,,,7.75,8.50,[],6.20,7.75,,,8.00,
01003842,6.00,7.50,,,6.42,5.75,[],4.00,5.25,,,3.60,
01003843,4.00,,,,,4.00,[],,3.50,,,2.80,
01003844,5.75,7.00,,,5.67,4.25,[],2.00,5.25,,,4.20,
01003845,6.00,8.00,,,7.33,8.00,[],9.40,7.50,,,7.60,
01003846,,,,,,,[],9.60,6.50,,,7.80,
01003847,6.00,,,,,6.25,[],,3.50,,,4.80,
01003848,4.25,,,,,5.50,[],,3.25,,,3.80,
01003849,6.25,8.75,,,7.50,7.50,[],5.60,6.25,,,6.60,
01003850,4.25,,,,,3.25,[],,2.25,,,,
01003851,5.25,7.25,,,5.75,4.75,[],6.80,5.50,,,8.60,
01003852,8.25,,,,,8.25,[],,6.00,,,,
01003853,6.50,7.75,,,6.67,5.75,[],6.20,6.25,,,8.20,
01003854,7.75,9.00,,,7.67,6.25,[],9.40,8.25,,,7.40,
01003855,8.00,8.75,,,8.50,8.75,[],9.00,8.25,,,8.60,
01003856,8.25,8.50,,,8.75,9.50,[],8.80,7.00,,,7.40,
01003858,6.75,7.25,,,6.75,6.25,[],7.60,5.50,,,6.20,
01003859,7.50,8.25,,,7.83,7.75,[],9.20,7.25,,,8.60,
01003860,6.25,7.75,,,6.33,5.00,[],3.40,5.50,,,5.20,
01003861,8.25,8.75,,,8.67,9.00,[],8.80,8.50,,,5.60,
01003862,5.00,,,,,3.50,[],,3.50,,,3.60,
01003863,6.50,7.25,,,6.67,6.25,[],7.60,8.00,,,7.40,
01003864,6.50,8.25,,,7.50,7.75,[],7.80,5.00,,,7.40,
01003865,6.25,8.25,,,7.50,8.00,[],9.00,8.25,,,8.00,
01003866,5.50,8.00,,,6.83,7.00,[],2.40,6.00,,,5.80,
01003867,4.00,5.00,,,4.58,4.75,[],7.80,6.25,,,5.80,
01003868,5.50,,,,,4.00,[],,7.10,,,6.60,
01003869,8.50,7.75,,,7.92,7.50,[],6.60,7.75,,,7.60,
01003870,5.00,8.75,,,7.25,8.00,[],5.20,7.00,,,6.60,
01003871,6.75,6.75,,,6.00,4.50,[],2.40,6.00,,,5.40,
01003872,3.75,7.00,,,5.83,6.75,[],6.60,5.50,,,7.00,
01003873,7.50,6.00,,,6.00,4.50,[],6.80,5.25,,,5.80,
01003874,7.25,7.75,,,6.92,5.75,[],6.00,6.50,,,6.20,
01003875,7.75,7.75,,,7.75,7.75,[],4.20,4.75,,,7.20,
01003876,6.75,,,,,5.25,[],,5.00,,,5.40,
01003877,6.25,7.75,,,7.17,7.50,[],6.60,8.00,,,8.00,
01003878,7.25,,,,,8.50,[],,4.25,,,,
01003879,5.25,7.50,,,6.50,6.75,[],3.00,6.00,,,5.00,
01003880,8.00,8.00,,,8.25,8.75,[],7.00,5.75,,,5.80,
01003881,7.25,7.50,,,7.00,6.25,[],9.40,7.00,,,5.20,
01003882,7.75,,,,,9.00,[],,5.00,,,6.80,
01003883,8.00,,,,,6.75,[],,4.00,,,3.40,
01003884,5.25,7.75,,,6.08,5.25,[],4.60,6.50,,,5.60,
01003885,4.00,7.50,,,4.42,1.75,[],3.00,4.25,,,2.80,
01003886,7.00,8.75,,,8.42,9.50,[],9.60,7.50,,,8.60,
01003887,6.75,,,,,7.50,[],,6.00,,,6.00,
01003888,4.75,7.50,,,5.75,5.00,[],6.60,7.00,,,4.40,
01003889,8.00,8.75,,,8.50,8.75,[],7.20,7.25,,,8.00,
01003890,5.50,8.25,,,6.58,6.00,[],5.00,7.25,,,6.40,
01003891,8.50,8.25,,,8.33,8.25,[],8.80,8.00,,,8.00,
01003892,5.25,,,,,6.50,[],,6.00,,,,
01003893,4.75,,,,,6.50,[],,3.50,,,2.20,
01003894,4.00,,,,,4.50,[],,2.25,,,,
01003895,3.75,,,,,2.00,[],,2.50,,,2.60,
01003896,3.50,,,,,5.75,[],,3.00,,,,
01003897,7.25,,,,,4.25,[],,3.00,,,3.40,
01003898,5.75,,,,,4.50,[],,7.50,,,5.80,
01003899,5.00,,,,,4.00,[],,5.25,,,4.00,
01003900,5.75,,,,,3.50,[],,5.50,,,4.20,
01003901,5.50,,,,,2.75,[],,5.25,,,4.40,
01003902,7.25,,,,,7.50,[],,7.25,,,4.20,
01003903,6.50,,,,,6.25,[],,5.00,,,4.20,
01003904,,,4.25,3.42,,,[],,2.25,,2.25,5.60,3.75
01003905,6.00,,,,,6.75,[],,3.75,,,3.40,
