Code,Toan,NguVan,NgoaiNgu,VatLi,HoaHoc,SinhHoc,KHTN,DiaLi,LichSu,GDCD,KHXH
64001463,2.80,4.25,2.80,,,,,2.50,4.00,5.00,3.83
64001464,7.40,8.00,4.60,8.50,8.75,7.25,8.17,,,,
64001465,7.20,7.25,9.60,7.75,6.25,5.50,6.50,,,,
64001466,4.60,7.00,4.60,,,,,8.50,9.00,9.25,8.92
64001467,7.60,6.25,5.00,6.75,7.75,5.75,6.75,,,,
64001468,5.00,5.50,4.60,,,,,6.75,5.00,7.25,6.33
64001469,3.20,5.00,2.80,,,,,6.50,3.75,7.50,5.92
64001470,6.20,6.50,4.60,,,,,7.75,6.75,8.50,7.67
64001471,6.60,6.50,4.60,6.00,6.00,6.50,6.17,,,,
64001472,5.20,6.25,2.80,,,,,7.25,6.00,8.00,7.08
64001473,7.80,6.75,5.40,5.50,6.25,7.00,6.25,,,,
64001474,4.00,5.75,2.20,,,,,4.50,3.75,6.25,4.83
64001475,4.00,7.25,5.40,,,,,6.00,6.50,8.00,6.83
64001476,7.40,5.00,4.40,5.75,7.00,7.25,6.67,,,,
64001477,5.80,7.25,6.00,,,,,7.00,6.25,9.50,7.58
64001478,5.40,9.00,3.80,,,,,8.50,8.50,8.50,8.50
64001479,7.00,6.50,4.40,5.00,6.25,7.25,6.17,,,,
64001480,5.60,7.50,4.40,,,,,6.50,6.50,7.25,6.75
64001481,8.00,7.00,7.20,7.50,8.00,8.75,8.08,,,,
64001482,7.00,6.00,6.80,,,,,5.75,5.50,8.25,6.50
64001483,5.60,6.00,4.20,,,,,5.25,7.25,8.25,6.92
64001484,5.00,6.25,3.80,,,,,6.25,5.75,8.00,6.67
64001485,5.60,6.25,2.20,4.25,3.50,5.00,4.25,,,,
64001486,7.00,5.50,4.60,6.25,7.25,6.00,6.50,,,,
64001487,4.40,6.00,3.80,,,,,5.25,5.25,7.00,5.83
64001488,4.20,3.50,3.80,5.00,3.25,6.00,4.75,,,,
64001489,4.40,5.00,3.00,,,,,7.00,6.75,7.50,7.08
64001490,7.80,5.25,4.20,7.50,7.25,5.00,6.58,,,,
64001491,3.00,5.50,2.60,,,,,5.50,6.75,7.75,6.67
64001492,8.00,7.50,6.60,7.50,8.75,8.75,8.33,,,,
64001493,5.00,8.00,5.60,,,,,7.25,6.75,8.25,7.42
64001494,3.60,5.75,3.20,,,,,7.50,7.50,7.00,7.33
64001495,5.00,7.00,2.60,,,,,7.75,7.50,9.00,8.08
64001496,6.40,6.75,2.60,,,,,7.50,6.50,9.00,7.67
64001497,5.80,6.50,4.20,,,,,7.25,7.00,7.00,7.08
64001498,4.00,7.50,3.80,,,,,6.75,8.25,8.25,7.75
64001499,6.40,8.25,4.20,,,,,7.00,7.00,8.50,7.50
64001500,6.80,7.50,5.60,,,,,5.50,4.50,7.50,5.83
64001501,4.20,7.50,4.40,,,,,6.50,7.00,7.75,7.08
64001502,7.40,8.00,5.60,7.25,7.00,7.25,7.17,,,,
64001503,7.00,8.00,5.00,7.00,7.75,7.75,7.50,,,,
64001504,7.60,7.50,4.60,,,,,7.25,7.75,9.25,8.08
64001505,4.20,7.00,5.80,,,,,7.25,4.75,8.25,6.75
64001506,7.80,7.00,6.00,7.25,7.75,5.25,6.75,,,,
64001507,4.20,5.25,2.00,,,,,5.00,3.75,6.75,5.17
64001508,6.40,5.00,4.00,,,,,5.75,4.50,9.00,6.42
64001509,5.20,6.25,3.00,4.75,6.25,4.75,5.25,,,,
64001510,5.60,5.25,4.20,,,,,7.00,7.75,8.50,7.75
64001511,8.40,7.75,4.00,4.50,8.25,8.75,7.17,,,,
64001512,7.80,6.50,4.80,6.25,7.25,7.00,6.83,,,,
64001513,5.80,6.00,4.00,4.75,4.50,4.25,4.50,,,,
64001514,6.20,7.00,4.00,7.25,6.00,6.25,6.50,,,,
64001515,6.80,7.00,3.80,5.25,6.75,7.25,6.42,,,,
64001516,6.40,6.75,4.00,,,,,5.00,5.25,7.00,5.75
64001517,6.00,6.75,2.80,4.25,7.50,5.25,5.67,,,,
64001518,4.40,5.00,8.20,,,,,6.75,4.75,6.25,5.92
64001519,7.20,6.50,6.40,7.50,7.25,5.50,6.75,,,,
64001520,6.20,7.00,6.00,,,,,5.75,7.25,9.50,7.50
64001521,8.60,2.25,4.60,5.50,6.75,6.75,6.33,,,,
64001522,7.40,6.00,3.60,,,,,7.50,7.75,9.25,8.17
64001523,6.20,6.00,3.80,,,,,6.25,7.25,8.25,7.25
64001524,4.00,6.00,2.40,3.75,5.50,4.00,4.42,,,,
64001525,6.40,6.50,5.40,,,,,6.25,6.75,8.00,7.00
64001526,4.80,6.75,4.40,,,,,6.50,6.25,8.25,7.00
64001527,3.60,6.50,2.40,,,,,5.00,4.50,6.25,5.25
64001528,2.40,5.75,3.20,,,,,5.50,2.50,5.50,4.50
64001529,7.40,7.75,4.00,4.75,8.25,7.25,6.75,,,,
64001530,4.20,8.00,3.80,,,,,8.00,7.25,8.50,7.92
64001531,5.00,7.75,3.80,,,,,6.50,8.00,7.00,7.17
64001532,5.60,7.00,5.60,4.75,5.25,5.75,5.25,,,,
64001533,8.00,6.75,5.60,7.75,7.75,7.25,7.58,,,,
64001534,3.40,5.75,4.40,,,,,5.25,4.75,6.75,5.58
64001535,7.80,4.00,5.00,8.75,8.75,7.50,8.33,,,,
64001536,8.80,4.50,5.60,8.50,9.00,5.25,7.58,,,,
64001537,7.40,7.50,4.80,6.50,7.75,8.50,7.58,,,,
64001538,3.80,6.00,3.20,,,,,5.50,4.50,7.00,5.67
64001539,3.00,5.75,2.40,,,,,5.00,2.50,6.25,4.58
64001540,6.80,6.00,4.60,6.75,8.25,5.75,6.92,,,,
64001541,4.60,7.50,4.40,,,,,7.50,7.25,8.00,7.58
64001542,3.80,6.25,6.00,,,,,6.25,4.75,7.25,6.08
64001543,6.80,7.00,9.20,,,,,6.00,7.75,9.00,7.58
64001544,5.80,6.25,4.80,,,,,6.25,6.75,10.00,7.67
64001545,6.00,8.00,5.00,,,,,7.25,8.50,8.25,8.00
64001546,8.20,7.75,8.40,9.50,9.50,7.00,8.67,,,,
64001547,6.20,5.25,5.60,,,,,5.50,7.50,8.00,7.00
64001548,7.40,7.25,6.40,6.25,8.00,6.50,6.92,,,,
64001549,6.40,8.00,4.00,6.25,6.25,6.50,6.33,,,,
64001550,7.80,5.00,4.60,5.75,8.00,8.00,7.25,,,,
64001551,5.00,5.50,3.80,,,,,5.00,6.25,6.00,5.75
64001552,2.60,6.00,2.40,,,,,4.50,2.00,5.75,4.08
64001553,6.00,6.75,4.20,,,,,6.00,5.00,7.00,6.00
64001554,2.80,6.25,3.00,,,,,4.50,4.00,6.75,5.08
64001555,4.40,6.75,2.80,,,,,6.00,7.75,6.50,6.75
64001556,6.00,8.00,3.60,,,,,7.00,9.25,9.50,8.58
64001557,6.60,7.25,3.00,6.25,5.50,6.00,5.92,,,,
64001558,5.40,6.00,3.40,,,,,4.75,6.50,8.00,6.42
64001559,8.60,7.00,5.80,8.25,8.00,6.75,7.67,,,,
64001560,6.80,6.25,3.60,3.00,4.75,6.75,4.83,,,,
64001561,8.00,8.00,5.80,8.75,8.50,7.25,8.17,,,,
64001562,4.20,7.00,3.60,3.50,6.00,5.00,4.83,,,,
64001563,5.60,5.50,4.00,,,,,5.75,5.00,7.75,6.17
64001564,5.40,6.75,5.40,4.00,5.25,5.75,5.00,,,,
64001565,4.60,6.75,2.20,,,,,5.75,5.00,6.75,5.83
64001566,7.80,7.25,5.20,7.25,7.50,6.25,7.00,,,,
64001567,7.40,7.00,5.00,6.75,6.75,6.00,6.50,,,,
64001568,4.20,7.25,2.20,4.50,3.75,3.75,4.00,,,,
64001569,3.40,6.50,3.20,,,,,7.00,6.50,7.25,6.92
64001570,6.20,6.75,4.00,,,,,7.00,6.25,9.00,7.42
64001571,7.80,7.00,6.60,7.25,6.75,7.00,7.00,,,,
64001572,6.80,6.75,5.20,7.25,8.00,8.25,7.83,,,,
64001573,7.40,8.75,8.40,,,,,6.25,6.50,9.50,7.42
64001574,4.20,6.75,7.20,,,,,7.00,7.75,8.50,7.75
64001575,7.80,5.75,4.00,7.50,7.50,5.75,6.92,,,,
64001576,4.60,5.50,2.20,3.75,6.25,5.25,5.08,,,,
64001577,5.60,5.75,4.60,,,,,5.75,7.25,9.00,7.33
64001578,7.00,7.00,5.80,,,,,6.75,8.25,8.50,7.83
64001579,6.40,7.25,6.40,6.50,7.00,7.00,6.83,,,,
64001580,5.40,7.25,3.60,,,,,6.75,6.25,7.00,6.67
64001581,7.40,6.25,5.80,3.50,7.00,7.25,5.92,,,,
64001582,6.60,6.25,4.40,4.25,4.25,5.25,4.58,,,,
64001583,4.60,6.50,4.00,,,,,5.00,6.75,8.00,6.58
64001584,8.00,5.00,9.20,9.00,5.00,8.00,7.33,,,,
64001585,7.80,8.50,8.00,,,,,5.00,3.00,8.00,5.33
64001586,8.00,7.75,6.60,5.00,8.25,9.25,7.50,,,,
64001587,8.40,8.00,5.00,3.75,8.50,9.75,7.33,,,,
64001588,7.40,8.00,8.40,,,,,7.25,8.00,9.00,8.08
64001589,5.00,7.00,3.80,,,,,6.25,4.50,8.00,6.25
64001590,6.20,7.00,4.60,6.75,6.75,6.50,6.67,,,,
64001591,6.40,8.00,6.00,4.50,4.25,5.50,4.75,,,,
64001592,5.80,5.75,3.20,3.75,4.50,7.50,5.25,,,,
64001593,7.40,7.50,6.00,7.00,6.75,7.50,7.08,,,,
64001594,6.60,8.50,5.00,,,,,5.50,9.00,9.00,7.83
64001595,3.80,6.25,2.40,,,,,6.25,6.00,8.00,6.75
64001596,6.40,6.50,3.60,6.75,8.00,5.25,6.67,,,,
64001597,7.00,7.00,4.20,4.25,6.25,7.25,5.92,,,,
64001598,8.60,7.00,7.00,7.75,7.50,8.00,7.75,,,,
64001599,7.60,7.50,6.20,5.75,7.50,8.50,7.25,,,,
64001600,6.00,8.50,6.80,,,,,8.50,9.50,9.00,9.00
64001601,6.20,7.00,5.20,,,,,7.25,7.00,7.00,7.08
64001602,6.00,8.00,5.40,,,,,7.00,8.00,8.75,7.92
64001603,3.20,6.00,3.60,,,,,7.00,6.00,7.50,6.83
64001604,7.80,7.50,6.40,8.00,7.75,6.00,7.25,,,,
64001605,4.20,6.75,3.20,,,,,5.25,4.75,7.00,5.67
64001606,4.60,7.75,5.40,,,,,6.75,7.00,8.75,7.50
64001607,5.60,6.50,3.20,,,,,6.25,5.00,8.00,6.42
64001608,7.00,7.00,4.20,4.50,7.50,5.25,5.75,,,,
64001609,7.80,8.00,5.20,8.50,8.00,7.00,7.83,,,,
64001610,7.00,7.25,4.40,,,,,7.75,9.00,9.25,8.67
64001611,7.60,7.25,3.80,7.75,6.00,7.25,7.00,,,,
64001612,7.80,6.50,6.00,6.50,7.50,8.00,7.33,,,,
64001613,8.00,7.25,5.20,6.25,8.25,5.50,6.67,,,,
64001614,6.80,7.75,8.20,,,,,6.50,7.50,8.25,7.42
64001615,4.40,7.25,4.20,,,,,8.50,8.50,9.75,8.92
64001616,4.40,6.08,9.40,,,,,6.25,8.25,8.25,7.58
64001617,6.80,4.50,4.80,5.75,7.25,6.50,6.50,,,,
64001618,4.00,8.00,3.60,3.50,5.50,5.25,4.75,,,,
64001619,5.20,7.25,3.40,3.00,3.50,4.00,3.50,,,,
64001620,5.00,6.50,3.80,,,,,6.75,5.75,6.75,6.42
64001621,5.20,8.75,5.60,,,,,8.25,8.75,7.50,8.17
64001622,3.80,6.00,2.40,,,,,5.50,4.25,6.75,5.50
64001623,7.00,8.75,5.40,,,,,8.50,9.25,8.75,8.83
64001624,6.40,6.75,3.40,6.25,6.25,6.75,6.42,,,,
64001625,4.60,4.25,4.00,,,,,6.00,4.00,6.50,5.50
64001626,4.80,7.25,2.60,,,,,6.25,6.75,7.50,6.83
64001627,6.00,6.25,4.60,,,,,7.00,5.50,7.00,6.50
64001628,7.20,7.75,4.20,5.00,6.00,5.50,5.50,,,,
64001629,3.80,6.50,5.40,,,,,5.00,3.75,8.00,5.58
64001630,6.20,6.50,3.40,5.25,4.50,5.75,5.17,,,,
64001631,4.80,6.00,4.00,,,,,7.50,6.25,8.00,7.25
64001632,5.60,6.50,4.40,5.75,7.25,6.00,6.33,,,,
64001633,6.20,7.50,6.40,,,,,7.25,7.00,7.00,7.08
64001634,6.60,7.00,5.60,,,,,7.00,6.25,8.00,7.08
64001635,3.40,5.75,3.00,,,,,4.25,2.75,7.25,4.75
64001636,6.40,6.50,3.40,,,,,6.75,3.50,7.00,5.75
64001637,3.20,6.50,3.60,,,,,5.75,4.75,7.25,5.92
64001638,5.60,8.50,6.60,,,,,8.50,8.50,8.00,8.33
64001639,5.80,4.00,4.00,6.00,4.50,4.50,5.00,,,,
64001640,6.60,7.00,3.60,6.50,6.00,6.50,6.33,,,,
64001641,5.80,6.50,5.60,,,,,7.25,5.50,8.50,7.08
64001642,8.00,6.00,7.20,8.00,7.00,6.75,7.25,,,,
64001643,7.20,3.25,3.00,2.25,6.75,5.25,4.75,,,,
64001644,7.60,7.25,8.20,,,,,6.50,6.75,10.00,7.75
64001645,4.00,6.10,3.40,3.75,3.75,7.25,4.92,,,,
64001646,6.40,6.58,4.00,6.00,7.00,6.50,6.50,,,,
64001647,3.40,5.00,4.40,,,,,6.75,6.25,6.75,6.58
64001648,5.80,6.00,4.00,4.75,5.00,5.75,5.17,,,,
64001649,7.20,6.00,3.60,6.00,5.00,4.00,5.00,,,,
64001650,5.00,5.00,2.20,,,,,4.75,6.75,7.75,6.42
64001651,9.20,7.25,4.60,7.25,9.00,9.25,8.50,,,,
64001652,7.80,6.50,5.40,7.75,7.00,6.00,6.92,,,,
64001653,6.40,6.00,3.00,,,,,6.50,7.00,6.75,6.75
64001654,8.60,7.00,8.80,6.75,8.50,9.00,8.08,,,,
64001655,5.80,6.80,5.40,,,,,7.50,7.50,8.75,7.92
64001656,7.20,8.75,9.00,,,,,6.75,6.50,10.00,7.75
64001657,6.20,5.75,4.20,,,,,7.25,7.75,7.75,7.58
64001658,7.20,6.50,8.60,5.25,5.00,5.50,5.25,,,,
64001659,6.00,6.75,4.60,4.25,5.50,6.25,5.33,,,,
64001660,4.80,6.25,3.80,,,,,6.00,7.75,7.75,7.17
64001661,4.20,5.75,4.80,,,,,5.50,5.00,7.00,5.83
64001662,6.40,6.50,6.20,,,,,6.00,5.25,8.00,6.42
64001663,6.80,6.75,5.80,6.75,8.50,6.00,7.08,,,,
64001664,4.00,6.00,6.00,,,,,6.25,5.00,8.25,6.50
64001665,5.80,7.00,4.00,4.25,6.75,5.50,5.50,,,,
64001666,4.60,7.00,4.20,,,,,6.75,4.50,7.50,6.25
64001667,4.40,7.50,3.20,,,,,5.00,6.50,7.50,6.33
64001668,5.80,5.00,3.60,4.25,6.00,4.25,4.83,,,,
64001669,3.60,8.75,4.20,,,,,7.75,6.25,6.50,6.83
64001670,4.60,4.25,3.60,,,,,4.75,5.25,7.75,5.92
64001671,4.80,5.00,3.60,,,,,4.75,5.00,7.00,5.58
64001672,3.80,4.75,2.60,,,,,4.50,4.50,7.00,5.33
64001673,7.20,4.50,4.60,5.75,6.75,5.75,6.08,,,,
64001674,5.40,7.25,4.80,,,,,7.00,6.50,8.00,7.17
64001675,7.20,7.25,6.40,6.25,7.50,8.25,7.33,,,,
64001676,8.40,7.75,8.60,8.25,8.75,6.50,7.83,,,,
64001677,5.80,7.00,5.00,,,,,8.25,8.00,8.50,8.25
64001678,5.80,5.50,4.40,,,,,7.00,4.75,8.75,6.83
64001679,4.40,6.00,7.20,,,,,7.25,4.75,8.25,6.75
64001680,5.40,6.25,3.60,,,,,6.75,6.25,7.25,6.75
64001681,4.00,5.75,3.20,,,,,5.00,3.75,6.75,5.17
64001682,7.80,5.50,3.80,8.25,7.75,6.00,7.33,,,,
64001683,4.60,6.00,3.00,,,,,4.75,5.50,8.25,6.17
64001684,4.40,5.75,4.60,,,,,5.75,7.75,6.75,6.75
64001685,7.20,5.00,4.80,6.50,8.25,6.25,7.00,,,,
64001686,5.00,6.25,4.60,,,,,5.75,7.00,7.50,6.75
64001687,5.40,6.75,3.60,,,,,6.75,5.50,7.25,6.50
64001688,6.60,6.25,3.60,5.25,6.50,5.25,5.67,,,,
64001689,6.00,6.75,5.00,,,,,7.50,5.75,7.00,6.75
64001690,5.80,7.75,5.80,,,,,7.75,6.75,9.00,7.83
64001691,4.60,6.75,3.60,,,,,6.25,3.75,6.25,5.42
64001692,7.00,4.75,8.00,,,,,8.50,9.00,9.25,8.92
64001693,7.20,8.50,5.00,8.50,8.50,7.50,8.17,,,,
64001694,7.20,8.00,4.00,6.25,6.75,5.25,6.08,,,,
64001695,6.00,7.50,3.80,6.00,6.75,5.50,6.08,,,,
64001696,6.60,5.75,4.20,,,,,5.00,5.50,7.25,5.92
64001697,7.40,6.25,5.40,6.00,6.75,6.25,6.33,,,,
64001698,7.20,8.75,6.80,7.50,7.00,5.25,6.58,,,,
64001699,7.00,6.75,7.20,,,,,6.25,6.25,9.25,7.25
64001700,5.00,5.00,6.20,4.75,4.75,5.75,5.08,,,,
64001701,7.00,6.00,8.00,,,,,6.25,6.25,9.00,7.17
64001702,7.20,5.75,5.20,5.00,8.00,7.75,6.92,,,,
64001703,3.60,7.50,3.40,,,,,6.25,6.75,8.75,7.25
64001704,6.00,6.75,4.20,3.25,6.25,5.75,5.08,,,,
64001705,5.80,5.00,3.00,,,,,7.25,7.50,9.25,8.00
64001706,5.40,7.75,3.60,,,,,4.75,5.75,6.25,5.58
64001707,7.80,6.50,5.60,5.50,7.75,8.25,7.17,,,,
64001708,6.20,7.00,4.60,,,,,6.50,5.25,8.25,6.67
64001709,6.40,6.50,5.20,6.75,7.25,6.25,6.75,,,,
64001710,3.60,7.50,4.20,,,,,6.00,7.50,7.75,7.08
64001711,3.60,7.00,7.80,,,,,6.00,7.50,7.50,7.00
64001712,8.00,8.75,7.40,5.50,6.50,6.50,6.17,,,,
64001713,7.80,7.00,5.80,7.50,7.75,6.00,7.08,,,,
64001714,6.00,6.00,3.20,,,,,6.00,6.50,7.50,6.67
64001715,7.00,8.50,7.20,7.00,7.50,8.00,7.50,,,,
64001716,4.40,7.75,3.60,3.75,3.75,6.25,4.58,,,,
64001717,7.00,8.25,4.80,6.75,7.00,7.00,6.92,,,,
64001718,3.20,6.50,2.80,,,,,5.25,3.50,5.00,4.58
64001719,4.60,6.25,3.40,,,,,7.50,8.25,8.50,8.08
64001720,6.20,5.50,4.20,,,,,5.75,4.50,7.75,6.00
64001721,3.40,6.00,2.60,,,,,6.75,5.25,6.75,6.25
64001722,8.20,6.50,5.40,7.50,7.75,5.50,6.92,,,,
64001723,7.20,6.50,3.80,5.25,5.75,5.00,5.33,,,,
64001724,3.20,6.75,3.00,,,,,5.50,4.75,8.25,6.17
64001725,6.20,7.50,5.40,7.75,6.25,6.50,6.83,,,,
64001726,5.40,7.00,3.20,,,,,7.00,6.75,7.50,7.08
64001727,5.80,8.50,5.40,,,,,8.50,8.75,8.25,8.50
64001728,6.60,5.00,2.40,,,,,5.50,4.50,8.25,6.08
64001729,5.00,7.00,4.40,,,,,7.50,7.75,8.75,8.00
64001730,3.60,6.00,3.00,,,,,7.25,5.75,8.75,7.25
64001731,6.60,6.75,5.00,6.50,7.50,6.75,6.92,,,,
64001732,3.60,5.50,4.00,,,,,7.25,5.50,6.25,6.33
64001733,6.40,6.50,4.60,6.00,4.50,7.00,5.83,,,,
64001734,7.20,6.00,5.00,7.25,8.25,7.75,7.75,,,,
64001735,4.00,5.00,3.40,,,,,3.75,4.00,4.75,4.17
64001736,2.20,5.75,3.00,,,,,4.50,4.00,5.75,4.75
64001737,4.80,6.25,2.60,,,,,6.25,5.25,7.50,6.33
64001738,6.20,5.25,3.80,,,,,5.50,5.00,8.75,6.42
64001739,6.40,7.25,4.40,8.25,7.75,6.75,7.58,,,,
64001740,5.00,6.75,5.00,,,,,7.75,6.75,7.00,7.17
64001741,3.80,5.75,4.40,,,,,6.25,3.25,6.00,5.17
64001742,5.00,5.00,4.00,,,,,5.00,3.50,4.50,4.33
64001743,6.60,7.50,3.60,7.25,8.00,6.25,7.17,,,,
64001744,8.40,7.25,4.80,8.50,6.75,7.75,7.67,,,,
64001745,6.40,6.75,4.60,5.25,5.50,4.75,5.17,,,,
64001746,8.20,5.00,8.60,8.50,3.75,6.50,6.25,,,,
64001747,4.20,8.00,5.60,,,,,7.75,8.50,8.50,8.25
64001748,8.00,5.00,3.80,7.25,6.75,4.75,6.25,,,,
64001749,6.60,5.50,3.60,,,,,5.50,5.75,7.25,6.17
64001750,7.40,7.25,4.00,5.50,7.25,8.75,7.17,,,,
64001751,6.80,7.25,4.60,7.00,7.25,7.00,7.08,,,,
64001752,5.40,7.25,5.80,,,,,7.50,7.50,8.75,7.92
64001753,6.40,5.25,6.00,,,,,5.25,7.00,7.75,6.67
64001754,5.40,7.25,4.40,,,,,7.50,7.50,9.25,8.08
64001755,4.60,8.50,4.00,,,,,7.75,7.00,8.50,7.75
64001756,6.20,6.50,7.00,,,,,8.00,7.75,7.25,7.67
64001757,6.20,7.25,4.20,4.75,6.50,5.00,5.42,,,,
64001758,5.60,6.50,2.80,,,,,4.25,4.75,7.25,5.42
64001759,5.20,6.75,4.60,,,,,7.50,7.50,7.25,7.42
64001760,6.80,5.75,3.80,,,,,6.00,5.25,8.75,6.67
64001761,6.00,6.75,5.60,,,,,6.25,4.00,8.25,6.17
64001762,4.20,6.25,4.00,,,,,5.75,3.75,7.50,5.67
64001763,5.60,6.50,4.40,,,,,6.00,4.25,7.25,5.83
64001764,5.40,6.00,4.00,,,,,5.50,5.50,8.00,6.33
64001765,5.00,6.75,4.20,,,,,7.50,6.50,8.25,7.42
64001766,5.80,7.50,6.80,4.75,6.00,5.75,5.50,,,,
64001767,7.60,7.00,6.00,4.75,6.75,4.00,5.17,,,,
64001768,5.60,7.50,4.00,,,,,6.00,6.25,8.25,6.83
64001769,6.40,6.50,7.60,,,,,6.25,6.75,8.75,7.25
64001770,8.20,8.25,8.60,6.00,8.00,7.00,7.00,,,,
64001771,5.20,8.00,4.80,,,,,5.75,7.00,7.25,6.67
64001772,5.00,6.50,3.80,,,,,5.25,5.00,6.25,5.50
64001773,8.40,7.25,8.20,6.25,8.00,6.25,6.83,,,,
64001774,4.00,6.00,4.20,,,,,4.50,3.75,6.25,4.83
64001775,5.40,5.25,3.80,,,,,6.50,6.00,9.00,7.17
64001776,7.40,7.25,7.20,6.25,7.25,6.75,6.75,,,,
64001777,6.20,7.75,7.00,,,,,6.25,5.75,8.25,6.75
64001778,4.80,7.25,5.60,3.75,5.00,5.25,4.67,,,,
64001779,7.60,7.00,6.80,6.00,6.75,6.00,6.25,,,,
64001780,4.60,8.25,2.40,,,,,6.50,6.50,7.50,6.83
64001781,2.80,7.00,3.40,,,,,5.50,7.25,7.25,6.67
64001782,7.60,7.25,6.60,6.25,8.25,8.25,7.58,,,,
64001783,4.60,6.75,4.80,6.50,7.25,4.50,6.08,,,,
64001784,4.80,7.00,6.80,,,,,7.00,7.75,7.50,7.42
64001785,5.60,7.00,3.80,,,,,5.00,5.75,7.50,6.08
64001786,6.00,8.00,3.40,,,,,6.75,7.75,9.25,7.92
64001787,3.20,3.50,1.80,,,,,6.00,4.00,7.00,5.67
64001788,6.00,6.50,3.00,4.75,5.25,6.25,5.42,,,,
64001789,8.20,6.00,3.80,8.00,8.00,8.00,8.00,,,,
64001790,7.20,6.50,7.80,6.00,7.50,7.50,7.00,,,,
64001791,7.40,8.75,6.20,,,,,8.50,9.50,9.50,9.17
64001792,5.40,7.50,3.20,,,,,6.75,8.50,8.75,8.00
64001793,4.00,5.25,2.80,,,,,6.75,5.00,7.75,6.50
64001794,7.80,8.50,6.60,6.00,7.75,7.00,6.92,,,,
64001795,5.20,6.00,4.00,,,,,6.25,6.75,9.25,7.42
64001796,6.80,6.75,5.00,,,,,9.00,7.75,9.75,8.83
64001797,2.40,5.00,2.20,,,,,4.75,4.25,6.00,5.00
64001798,7.40,7.00,9.00,,,,,6.00,8.50,9.75,8.08
64001799,7.60,8.00,5.80,6.00,8.75,8.50,7.75,,,,
64001800,5.80,6.25,2.00,,,,,6.50,6.00,7.50,6.67
64001801,6.00,5.75,3.00,5.75,5.50,4.25,5.17,,,,
64001802,7.40,5.50,3.80,6.50,8.00,5.75,6.75,,,,
64001803,6.80,7.50,3.80,3.25,7.75,7.25,6.08,,,,
64001804,6.00,7.00,7.00,,,,,6.50,7.75,9.50,7.92
64001805,7.20,7.25,6.80,7.25,6.75,7.00,7.00,,,,
64001806,8.00,6.00,4.40,5.75,9.25,8.75,7.92,,,,
64001807,8.60,8.50,3.20,5.00,8.25,6.75,6.67,,,,
64001808,6.80,7.75,4.80,5.00,5.75,6.50,5.75,,,,
64001809,4.80,6.00,3.80,5.75,4.50,4.50,4.92,,,,
64001810,5.20,6.25,1.00,2.75,6.00,7.00,5.25,,,,
64001811,4.40,7.00,2.60,,,,,4.50,3.75,5.00,4.42
64001812,6.40,6.50,7.00,4.75,5.50,4.75,5.00,,,,
64001813,8.00,6.50,8.00,8.00,6.25,6.50,6.92,,,,
64001814,8.00,7.75,4.20,8.50,7.75,7.25,7.83,,,,
64001815,4.00,5.25,3.20,,,,,3.50,2.50,6.00,4.00
64001816,4.20,3.50,4.20,3.50,3.50,4.75,3.92,,,,
64001817,7.00,6.75,5.00,4.75,5.75,6.75,5.75,,,,
64001818,7.00,7.00,4.60,,,,,6.75,7.25,7.50,7.17
64001819,6.80,7.25,6.40,5.00,7.75,8.25,7.00,,,,
64001820,6.00,5.00,3.00,4.50,5.50,3.75,4.58,,,,
64001821,8.00,8.25,6.40,,,,,7.00,6.75,9.75,7.83
64001822,7.60,7.25,3.80,8.50,6.00,6.50,7.00,,,,
64001823,6.80,7.00,5.00,,,,,6.50,8.50,9.25,8.08
64001824,5.20,8.25,5.60,4.00,6.75,7.50,6.08,,,,
64001825,8.00,7.00,6.20,4.00,7.00,8.25,6.42,,,,
64001826,8.80,7.00,5.40,7.75,6.50,8.50,7.58,,,,
64001827,5.00,6.75,4.40,,,,,4.75,5.00,8.00,5.92
64001828,6.80,6.50,8.20,4.50,6.25,5.50,5.42,,,,
64001829,7.40,7.00,3.40,5.25,6.75,6.00,6.00,,,,
64001830,5.20,5.25,3.40,2.75,4.50,5.75,4.33,,,,
64001831,3.00,7.75,3.00,,,,,5.50,4.75,7.00,5.75
64001832,4.80,5.25,4.20,,,,,7.25,7.75,9.00,8.00
64001833,5.20,5.25,3.00,,,,,5.50,4.75,8.75,6.33
64001834,4.20,3.25,2.00,,,,,6.50,5.75,8.75,7.00
64001835,6.60,6.25,4.80,,,,,5.00,5.25,8.50,6.25
64001836,7.40,5.50,4.80,3.25,5.00,7.25,5.17,,,,
64001837,5.40,5.00,2.20,4.00,4.75,4.50,4.42,,,,
64001838,2.40,6.50,2.20,,,,,4.75,4.75,9.25,6.25
64001839,4.00,7.50,4.80,,,,,6.00,6.00,8.25,6.75
64001840,4.80,7.75,3.80,,,,,6.25,6.50,8.50,7.08
64001841,3.80,5.75,4.20,,,,,4.50,4.75,7.75,5.67
64001842,7.40,7.50,4.60,4.75,5.50,6.50,5.58,,,,
64001843,8.40,7.50,9.40,8.50,8.50,7.75,8.25,,,,
64001844,8.00,6.25,3.80,6.75,7.50,6.00,6.75,,,,
64001845,5.80,7.25,4.60,6.25,6.75,5.50,6.17,,,,
64001846,6.80,6.50,4.60,,,,,5.75,3.75,7.25,5.58
64001847,7.80,7.25,4.20,7.75,7.75,6.75,7.42,,,,
64001848,7.20,5.25,4.60,5.50,7.50,6.25,6.42,,,,
64001849,7.80,5.00,5.40,7.00,9.00,6.25,7.42,,,,
