Code,Toan,NguVan,NgoaiNgu,VatLi,HoaHoc,SinhHoc,KHTN,DiaLi,LichSu,GDCD,KHXH,Fail
64001802,6.6,8.5,3.2,7.0,8.0,6.25,7.08,,,,,
64001803,8.0,8.0,6.0,,,,,5.5,5.25,6.75,5.83,
64001804,6.2,6.25,5.2,,,,,8.25,8.0,8.25,8.17,
64001805,6.8,6.0,3.8,5.5,5.25,3.75,4.83,,,,,
64001806,8.2,6.5,4.6,8.5,9.0,4.5,7.33,,,,,
64001807,6.2,5.5,3.4,,,,,7.5,6.25,8.0,7.25,
64001808,4.8,3.75,4.6,,,,,8.75,8.5,8.0,8.42,
64001809,6.2,6.25,5.0,,,,,7.75,4.75,6.75,6.42,
64001810,3.2,5.75,2.2,,,,,5.25,5.0,7.5,5.92,
64001811,7.2,6.25,4.2,,,,,7.5,8.0,9.5,8.33,
64001812,3.6,5.0,3.0,,,,,5.0,4.75,6.75,5.5,
64001813,5.6,5.75,3.0,,,,,5.0,6.25,7.25,6.17,
64001814,8.0,5.0,6.0,7.5,8.75,4.25,6.83,,,,,
64001815,7.6,6.75,4.4,5.75,6.75,5.75,6.08,,,,,
64001816,8.2,7.0,6.0,6.5,8.25,8.25,7.67,,,,,
64001817,7.0,7.5,6.0,7.75,8.25,6.25,7.42,,,,,
64001818,3.6,5.25,3.0,,,,,6.75,4.25,7.25,6.08,
64001819,8.4,7.5,8.4,7.25,8.25,5.75,7.08,,,,,
64001820,7.4,6.75,3.8,5.5,5.5,4.25,5.08,,,,,
64001821,8.0,9.0,8.0,,,,,7.75,7.25,9.75,8.25,
64001822,7.0,5.0,5.2,6.25,6.75,3.0,5.33,,,,,
64001823,6.0,6.25,4.4,2.25,3.75,4.0,3.33,,,,,
64001824,3.6,5.75,3.0,,,,,7.0,5.5,7.75,6.75,
64001825,5.6,7.25,3.4,,,,,5.0,4.25,7.0,5.42,
64001826,6.2,7.5,4.4,,,,,7.75,6.0,8.0,7.25,
64001827,5.8,6.0,2.8,,,,,6.25,3.5,7.75,5.83,
64001828,5.6,6.25,3.4,,,,,7.75,3.25,8.0,6.33,
64001829,8.2,6.25,6.6,7.75,8.0,4.75,6.83,,,,,
64001830,5.6,4.5,2.6,,,,,6.25,4.5,9.25,6.67,
64001831,7.6,6.75,4.2,6.25,5.0,3.75,5.0,,,,,
64001832,8.0,7.0,6.4,,,,,7.5,8.0,8.75,8.08,
64001833,5.4,5.75,4.4,,,,,6.5,7.0,7.5,7.0,
64001834,8.6,5.75,5.6,5.0,8.25,8.25,7.17,,,,,
64001835,8.8,5.0,2.2,8.25,7.5,3.0,6.25,,,,,
64001836,4.2,5.25,2.4,,,,,5.25,3.75,7.25,5.42,
64001837,8.0,8.25,5.6,8.0,8.25,4.75,7.0,,,,,
64001838,8.6,5.5,5.4,7.5,9.0,5.75,7.42,,,,,
64001839,7.6,6.5,3.4,,,,,8.75,9.75,8.75,9.08,
64001840,8.0,7.5,5.0,7.0,7.5,5.75,6.75,,,,,
64001841,7.6,5.5,5.6,6.5,6.75,6.75,6.67,,,,,
64001842,7.0,6.75,5.0,6.75,7.75,4.5,6.33,,,,,
64001843,7.6,5.25,6.8,7.75,5.0,5.5,6.08,,,,,
64001844,7.4,6.0,7.8,4.75,4.25,3.5,4.17,,,,,
64001845,5.4,5.0,3.8,6.25,4.25,4.25,4.92,,,,,
64001846,5.8,5.25,3.0,,,,,7.25,5.5,7.75,6.83,
64001847,6.2,4.5,4.0,,,,,7.0,7.5,8.75,7.75,
64001848,3.8,5.5,6.0,,,,,7.0,6.75,8.5,7.42,
64001849,7.0,6.25,4.6,6.75,7.0,3.5,5.75,,,,,
64001850,3.8,5.5,4.4,3.5,2.0,3.0,2.83,,,,,
64001851,7.4,5.25,3.6,6.5,6.25,3.5,5.42,,,,,
64001852,6.4,7.0,4.6,,,,,7.5,7.0,9.0,7.83,
64001853,7.0,6.5,5.4,5.75,8.25,4.25,6.08,,,,,
64001854,6.0,6.0,3.6,,,,,8.0,7.75,8.5,8.08,
64001855,4.4,5.0,3.8,,,,,6.75,5.0,8.0,6.58,
64001856,7.8,6.25,4.4,6.0,5.75,4.25,5.33,,,,,
64001857,8.0,7.0,7.8,6.0,9.0,7.75,7.58,,,,,
64001858,8.0,5.5,7.4,5.0,9.0,7.75,7.25,,,,,
64001859,5.8,5.5,2.4,3.0,3.25,2.5,2.92,,,,,
64001860,8.6,5.75,6.6,6.0,8.5,8.25,7.58,,,,,
64001861,4.2,6.75,2.0,,,,,7.5,8.0,8.25,7.92,
64001862,5.6,5.5,2.4,2.25,6.0,2.5,3.58,,,,,
64001863,8.2,6.0,5.6,8.5,8.25,4.75,7.17,,,,,
64001864,7.0,6.0,4.6,,,,,8.5,9.25,9.25,9.0,
64001865,8.0,7.75,8.4,,,,,7.25,6.5,9.25,7.67,
64001866,6.4,5.0,5.2,4.0,5.75,5.5,5.08,,,,,
64001867,8.6,6.5,9.6,9.0,7.75,4.75,7.17,,,,,
64001868,7.2,5.75,5.6,,,,,7.5,6.0,8.25,7.25,
64001869,8.4,7.5,4.6,6.0,7.5,4.5,6.0,,,,,
64001870,3.8,3.5,2.0,3.25,3.25,5.0,3.83,,,,,
64001871,5.2,4.5,8.0,,,,,7.0,8.0,8.75,7.92,
64001872,4.6,4.5,6.0,,,,,6.5,6.25,7.25,6.67,
64001873,9.0,7.0,6.2,8.75,9.0,5.25,7.67,,,,,
64001874,6.8,5.25,5.2,,,,,7.5,6.5,9.25,7.75,
64001875,7.2,7.0,5.8,7.5,6.75,4.5,6.25,,,,,
64001876,6.0,6.5,3.2,,,,,7.75,7.75,9.25,8.25,
64001877,7.2,6.5,4.4,,,,,7.25,7.25,8.5,7.67,
64001878,4.4,5.5,3.4,,,,,5.75,6.25,7.75,6.58,
64001879,7.6,6.5,2.6,5.75,6.25,7.0,6.33,,,,,
64001880,5.8,5.75,3.4,,,,,4.75,5.25,6.75,5.58,
64001881,7.4,4.0,4.8,4.5,4.75,3.75,4.33,,,,,
64001882,3.6,4.25,3.2,,,,,7.25,8.5,8.5,8.08,
64001883,6.0,6.0,1.8,,,,,8.0,6.75,8.75,7.83,
64001884,5.8,6.0,4.2,5.0,6.25,4.5,5.25,,,,,
64001885,7.0,6.5,6.2,,,,,7.75,8.0,9.0,8.25,
64001886,8.0,5.75,8.0,5.0,5.25,2.75,4.33,,,,,
64001887,6.6,4.25,3.0,5.75,7.0,5.5,6.08,,,,,
64001888,4.8,4.25,3.0,,,,,5.5,5.0,7.0,5.83,
64001889,7.2,5.25,2.8,5.5,5.75,5.25,5.5,,,,,
64001890,6.2,6.25,5.2,,,,,8.0,8.25,9.0,8.42,
64001891,9.0,6.75,8.4,7.5,8.75,8.75,8.33,,,,,
64001892,9.0,5.5,6.4,8.5,9.0,4.5,7.33,,,,,
64001893,4.2,5.75,3.0,,,,,5.25,9.0,8.75,7.67,
64001894,7.8,7.0,6.0,,,,,7.25,6.0,7.5,6.92,
64001895,5.6,5.5,2.8,,,,,7.5,8.75,8.75,8.33,
64001896,8.4,6.75,8.2,8.5,7.5,7.25,7.75,,,,,
64001897,5.2,5.5,2.8,,,,,7.0,7.5,8.75,7.75,
64001898,7.4,6.5,3.2,6.5,7.75,4.25,6.17,,,,,
64001899,6.2,5.5,2.6,,,,,6.25,6.5,7.75,6.83,
64001900,4.8,7.5,3.0,,,,,5.25,6.5,7.75,6.5,
64001901,6.6,6.75,2.6,,,,,7.0,6.0,9.0,7.33,
64001902,8.2,9.0,8.6,,,,,8.5,7.75,8.75,8.33,
64001903,7.8,5.0,4.8,,,,,6.25,8.0,9.75,8.0,
64001904,7.4,7.75,7.6,,,,,8.25,8.0,9.0,8.42,
64001905,4.4,5.0,1.6,,,,,6.0,5.25,6.5,5.92,
64001906,7.6,7.0,3.6,,,,,6.5,7.0,8.25,7.25,
64001907,7.4,8.0,3.0,4.25,6.0,4.75,5.0,,,,,
64001908,7.6,6.5,6.4,,,,,6.75,7.25,7.25,7.08,
64001909,8.8,5.5,5.6,7.0,7.75,5.25,6.67,,,,,
64001910,1.8,5.5,2.8,,,,,2.75,4.75,6.5,4.67,
64001911,8.2,5.5,6.2,,,,,6.75,7.75,8.75,7.75,
64001912,6.0,7.0,4.6,,,,,7.0,7.25,9.5,7.92,
64001913,7.8,6.0,7.8,,,,,6.75,5.75,9.0,7.17,
64001914,5.0,6.0,2.2,3.75,4.75,6.5,5.0,,,,,
64001915,8.2,5.25,6.8,7.5,8.0,5.25,6.92,,,,,
64001916,7.8,5.0,3.2,6.5,7.25,3.75,5.83,,,,,
64001917,8.8,5.75,8.8,8.5,7.0,6.5,7.33,,,,,
64001918,4.2,5.5,4.8,,,,,7.25,9.0,8.75,8.33,
64001919,7.4,8.5,9.0,,,,,9.5,9.75,10.0,9.75,
64001920,5.4,5.5,7.2,5.25,3.5,4.25,4.33,,,,,
64001921,7.2,5.75,7.2,,,,,8.0,5.75,8.0,7.25,
64001922,5.4,3.25,4.0,,,,,7.0,7.25,7.0,7.08,
64001923,8.2,5.5,8.2,6.0,4.75,4.75,5.17,,,,,
64001924,6.4,4.75,4.0,4.75,5.5,5.0,5.08,,,,,
64001925,4.2,4.75,4.0,,,,,7.25,5.5,7.75,6.83,
64001926,8.8,7.75,8.8,,,,,8.0,8.25,8.25,8.17,
64001927,7.0,5.0,5.6,,,,,7.25,6.5,8.75,7.5,
64001928,9.2,6.25,8.0,8.75,9.5,4.5,7.58,,,,,
64001929,8.0,7.0,5.0,4.25,4.5,5.5,4.75,,,,,
64001930,8.4,5.75,4.0,6.25,6.5,5.0,5.92,,,,,
64001931,6.8,6.0,4.8,5.0,6.5,4.75,5.42,,,,,
64001932,6.0,4.5,3.4,,,,,6.5,4.0,8.0,6.17,
64001933,8.6,6.5,3.8,5.25,8.0,5.25,6.17,,,,,
64001934,8.0,7.0,5.0,5.75,7.25,6.0,6.33,,,,,
64001935,6.6,5.0,2.8,,,,,6.75,6.25,6.5,6.5,
64001936,7.2,6.0,2.8,,,,,7.0,6.0,8.0,7.0,
64001937,5.6,3.75,4.6,3.0,4.25,3.25,3.5,,,,,
64001938,7.8,5.25,4.8,6.5,7.0,5.25,6.25,,,,,
64001939,7.8,5.75,7.8,,,,,7.25,7.5,7.75,7.5,
64001940,8.8,5.25,4.8,,,,,8.25,8.5,9.75,8.83,
64001941,7.4,6.0,5.6,,,,,9.0,7.5,9.75,8.75,
64001942,9.0,6.5,8.8,4.5,6.75,4.75,5.33,,,,,
64001943,8.6,5.25,6.4,7.25,8.75,5.5,7.17,,,,,
64001944,6.8,4.5,3.6,3.25,5.5,3.5,4.08,,,,,
64001945,5.8,5.75,2.8,4.0,5.25,5.0,4.75,,,,,
64001946,7.2,5.0,5.4,7.25,6.75,3.0,5.67,,,,,
64001947,7.4,7.25,7.8,6.25,6.25,5.75,6.08,,,,,
64001948,7.8,6.75,6.0,,,,,8.5,4.75,9.5,7.58,
64001949,6.6,5.25,6.4,5.75,7.75,5.25,6.25,,,,,
64001950,8.2,6.75,7.4,7.5,7.75,6.5,7.25,,,,,
64001951,4.6,5.5,2.2,,,,,6.75,8.5,7.75,7.67,
64001952,6.8,6.5,4.6,,,,,6.5,7.75,8.25,7.5,
64001953,7.6,5.75,7.4,,,,,6.75,7.5,9.25,7.83,
64001954,5.6,5.75,3.8,,,,,7.0,5.0,7.75,6.58,
64001955,5.6,6.25,3.0,3.75,5.75,4.75,4.75,,,,,
64001956,4.0,6.0,2.2,,,,,5.0,5.25,7.25,5.83,
64001957,9.6,6.0,9.2,7.0,9.75,3.0,6.58,,,,,
64001958,5.8,6.0,7.2,5.5,4.5,6.0,5.33,,,,,
64001959,3.8,4.25,3.8,,,,,5.75,4.75,7.25,5.92,
64001960,8.4,6.75,5.4,7.25,6.75,5.0,6.33,,,,,
64001961,5.2,7.25,3.6,,,,,6.5,7.25,9.0,7.58,
64001962,4.4,4.5,4.0,,,,,5.75,5.75,6.75,6.08,
64001963,6.8,4.5,4.8,3.25,6.5,3.75,4.5,,,,,
64001964,6.0,4.5,3.2,4.0,2.25,2.75,3.0,,,,,
64001965,7.2,6.5,4.0,4.0,6.75,5.0,5.25,,,,,
64001966,4.6,5.25,3.4,,,,,6.75,8.0,8.0,7.58,
64001967,6.4,6.0,7.0,,,,,8.0,8.0,9.75,8.58,
64001968,7.0,5.25,4.4,4.75,5.25,4.5,4.83,,,,,
64001969,4.4,4.25,4.4,,,,,6.25,5.75,7.75,6.58,
64001970,7.6,5.25,3.6,6.5,7.0,3.75,5.75,,,,,
64001971,6.6,5.0,2.6,3.25,5.75,6.25,5.08,,,,,
64001972,4.2,4.25,2.8,,,,,6.5,6.0,7.5,6.67,
64001973,7.2,6.5,4.4,6.0,8.0,7.25,7.08,,,,,
64001974,6.0,6.0,3.4,,,,,8.0,9.5,9.0,8.83,
64001975,6.6,6.5,3.2,,,,,8.0,7.0,8.25,7.75,
64001976,6.0,7.0,6.2,,,,,7.75,9.5,9.0,8.75,
64001977,6.2,6.5,5.0,,,,,7.75,7.0,8.0,7.58,
64001978,5.4,5.25,5.0,,,,,6.0,7.25,8.0,7.08,
64001979,5.8,6.0,3.4,,,,,6.75,5.0,6.75,6.17,
64001980,8.8,7.5,7.6,7.75,8.0,5.5,7.08,,,,,
64001981,7.6,4.5,4.2,5.5,6.75,5.75,6.0,,,,,
64001982,7.6,8.0,8.0,,,,,9.75,9.5,9.0,9.42,
64001983,7.2,7.0,5.2,,,,,7.75,8.5,8.75,8.33,
64001984,8.8,5.5,4.4,8.25,7.75,6.0,7.33,,,,,
64001985,6.0,5.75,2.8,6.0,6.25,4.5,5.58,,,,,
64001986,4.8,5.0,2.2,4.5,3.75,5.0,4.42,,,,,
64001987,5.6,4.5,1.8,,,,,6.25,6.5,7.0,6.58,
64001988,7.8,4.25,4.6,6.5,6.25,3.5,5.42,,,,,
64001989,8.8,8.25,9.0,,,,,6.0,5.25,7.25,6.17,
64001990,7.2,5.25,5.8,,,,,8.25,8.25,8.5,8.33,
64001991,7.2,5.5,9.0,4.75,6.75,5.75,5.75,,,,,
64001992,5.4,6.0,4.0,,,,,6.75,6.75,7.0,6.83,
64001993,6.4,7.5,5.2,5.25,5.0,3.5,4.58,,,,,
64001994,7.0,7.75,3.8,4.25,5.75,3.5,4.5,,,,,
64001995,6.4,6.75,4.2,,,,,7.0,6.0,8.5,7.17,
64001996,8.0,6.25,4.2,5.0,7.5,5.5,6.0,,,,,
64001997,7.8,5.0,8.0,4.5,3.25,4.5,4.08,,,,,
64001998,6.2,5.25,4.2,,,,,7.0,5.75,9.25,7.33,
64001999,5.8,5.0,3.6,3.25,3.25,3.75,3.42,,,,,
64002000,7.4,6.5,2.8,6.5,6.5,5.0,6.0,,,,,
64002001,2.6,5.0,2.6,,,,,5.75,6.0,7.5,6.42,
64002002,7.8,5.25,4.4,6.5,7.75,4.25,6.17,,,,,
64002003,8.2,6.5,7.0,7.0,7.25,5.0,6.42,,,,,
64002004,7.0,5.75,4.8,,,,,7.0,4.75,7.25,6.33,
64002005,4.0,5.5,2.8,,,,,6.5,2.5,8.0,5.67,
64002006,5.0,6.0,4.2,,,,,7.25,7.0,8.25,7.5,
64002007,7.8,6.75,5.2,4.0,4.75,5.25,4.67,,,,,
64002008,8.8,5.0,6.0,7.25,9.0,7.75,8.0,,,,,
64002009,7.2,4.75,8.4,7.75,5.0,3.5,5.42,,,,,
64002010,7.2,5.0,5.2,6.5,6.5,5.25,6.08,,,,,
64002011,4.8,4.25,7.4,,,,,6.75,3.75,6.75,5.75,
64002012,7.2,4.5,6.2,5.0,7.25,4.5,5.58,,,,,
64002013,7.4,6.5,4.0,8.0,7.5,5.75,7.08,,,,,
64002014,7.0,4.0,6.4,5.75,4.0,3.75,4.5,,,,,
64002015,7.4,5.5,6.8,,,,,8.0,8.5,8.5,8.33,
64002016,5.6,4.25,2.6,,,,,5.0,6.0,7.25,6.08,
64002017,3.8,5.5,3.0,,,,,6.25,8.75,6.75,7.25,
64002018,7.8,6.25,6.2,,,,,7.0,6.5,8.5,7.33,
64002019,7.2,5.5,4.2,5.25,7.5,4.75,5.83,,,,,
64002020,7.6,5.5,3.4,,,,,7.75,7.25,8.75,7.92,
64002021,8.0,6.25,9.2,5.5,9.75,3.75,6.33,,,,,
64002022,4.2,6.0,5.2,,,,,5.25,4.0,8.5,5.92,
64002023,7.0,5.25,3.4,3.5,4.75,3.5,3.92,,,,,
64002024,5.0,5.75,4.4,,,,,6.75,5.5,7.5,6.58,
64002025,7.4,7.25,8.8,7.25,6.75,5.0,6.33,,,,,
64002026,5.2,5.75,3.6,,,,,5.25,6.0,8.0,6.42,
64002027,7.4,6.0,7.6,4.75,7.0,6.0,5.92,,,,,
64002028,5.6,6.25,5.4,,,,,8.5,8.25,8.25,8.33,
64002029,8.2,6.25,6.0,7.25,7.25,7.0,7.17,,,,,
64002030,7.4,6.25,5.2,,,,,8.5,8.75,9.5,8.92,
64002031,7.4,5.5,4.8,5.0,5.75,4.5,5.08,,,,,
64002032,8.4,6.25,3.6,7.0,7.75,6.0,6.92,,,,,
64002033,7.0,7.0,4.2,,,,,6.5,5.75,8.0,6.75,
64002034,8.0,5.0,3.2,6.75,7.0,4.75,6.17,,,,,
64002035,8.6,5.5,5.4,4.5,8.75,8.75,7.33,,,,,
64002036,6.8,5.0,4.6,8.0,7.25,4.0,6.42,,,,,
64002037,8.0,6.75,5.0,4.0,7.5,6.75,6.08,,,,,
64002038,6.6,5.5,3.8,4.25,2.5,5.0,3.92,,,,,
64002039,7.6,7.5,9.0,7.25,5.5,6.25,6.33,,,,,
64002040,7.8,7.0,6.2,6.0,8.5,8.0,7.5,,,,,
64002041,8.2,5.5,8.4,5.0,7.75,7.0,6.58,,,,,
64002042,5.4,6.75,2.6,,,,,5.75,4.5,7.75,6.0,
64002043,6.8,6.5,3.0,,,,,7.25,8.0,9.25,8.17,
64002044,8.6,5.17,6.2,8.25,7.5,7.0,7.58,,,,,
64002045,8.0,4.5,5.6,,,,,7.5,6.5,8.25,7.42,
64002046,6.0,6.75,6.0,,,,,8.75,8.5,7.25,8.17,
64002047,5.0,5.0,5.0,,,,,7.5,5.25,8.75,7.17,
64002048,9.0,2.75,2.6,4.0,8.75,7.0,6.58,,,,,
64002049,5.2,5.0,4.6,,,,,4.75,5.25,7.0,5.67,
64002050,7.0,5.25,6.2,8.0,8.5,4.5,7.0,,,,,
64002051,9.0,5.5,3.0,7.0,7.5,5.0,6.5,,,,,
64002052,6.8,5.75,5.2,,,,,7.5,7.0,9.25,7.92,
64002053,4.4,4.0,2.2,,,,,6.0,4.0,8.5,6.17,
64002054,8.2,5.0,8.4,7.75,6.75,5.25,6.58,,,,,
64002055,6.4,5.25,2.2,,,,,7.0,6.25,7.5,6.92,
64002056,7.2,7.25,7.0,,,,,7.25,7.5,7.75,7.5,
64002057,3.4,5.5,4.2,,,,,5.75,7.25,8.5,7.17,
64002058,4.0,5.75,2.8,,,,,4.5,6.25,7.25,6.0,
64002059,7.2,6.5,4.6,,,,,7.25,8.0,8.75,8.0,
64002060,4.4,5.25,6.8,,,,,7.5,5.75,8.25,7.17,
64002061,5.0,6.5,3.2,3.5,5.25,3.75,4.17,,,,,
64002062,7.0,6.25,4.4,,,,,7.25,6.25,8.5,7.33,
64002063,4.6,5.75,3.2,,,,,6.75,4.5,8.0,6.42,
64002064,8.8,5.75,4.8,7.0,7.5,3.5,6.0,,,,,
64002065,3.8,5.75,2.8,,,,,6.25,5.25,7.0,6.17,
64002066,3.6,5.25,3.4,,,,,4.5,3.75,8.25,5.5,
64002067,7.0,5.0,8.0,4.75,4.25,5.0,4.67,,,,,
64002068,7.6,6.5,2.6,,,,,6.5,6.75,8.5,7.25,
64002069,6.8,6.75,6.0,,,,,7.75,5.5,7.5,6.92,
64002070,3.8,4.0,3.2,,,,,7.25,6.0,7.5,6.92,
64002071,5.4,6.25,8.0,,,,,8.0,6.25,9.25,7.83,
64002072,7.2,5.0,7.0,3.5,5.75,8.25,5.83,,,,,
64002073,8.4,5.0,4.6,4.25,8.75,7.25,6.75,,,,,
64002074,7.6,5.25,7.0,7.5,7.25,6.0,6.92,,,,,
64002075,6.0,5.75,5.6,4.25,6.5,4.5,5.08,,,,,
64002076,7.8,4.5,5.4,6.5,8.25,4.75,6.5,,,,,
64002077,7.0,6.5,3.4,4.0,6.0,4.0,4.67,,,,,
64002078,7.6,7.0,3.4,5.75,6.25,5.75,5.92,,,,,
64002079,4.8,5.5,2.8,,,,,6.25,6.0,8.0,6.75,
64002080,8.4,5.25,7.0,7.5,8.0,5.0,6.83,,,,,
64002081,8.4,6.25,5.4,7.0,7.75,5.25,6.67,,,,,
64002082,5.8,5.5,3.2,,,,,7.0,7.25,8.75,7.67,
64002083,7.4,5.0,7.0,5.75,4.75,5.25,5.25,,,,,
64002084,7.8,6.75,4.8,,,,,7.75,9.0,9.25,8.67,
64002085,8.0,4.5,4.2,7.25,7.0,4.25,6.17,,,,,
64002086,8.0,5.5,3.8,4.75,6.0,3.75,4.83,,,,,
64002087,7.0,5.25,2.2,5.0,5.5,4.5,5.0,,,,,
64002088,8.0,5.5,2.6,6.0,6.0,5.0,5.67,,,,,
64002089,3.6,5.0,4.2,,,,,5.5,2.75,6.0,4.75,
64002090,3.2,6.25,2.4,3.75,3.5,1.75,3.0,,,,,
64002091,7.0,6.5,5.8,,,,,7.5,6.0,7.75,7.08,
64002092,7.0,7.25,7.6,,,,,7.75,7.25,8.75,7.92,
64002093,8.8,6.25,6.8,7.75,8.75,8.25,8.25,,,,,
64002094,8.4,7.25,7.2,6.5,8.5,8.25,7.75,,,,,
64002095,8.4,5.5,6.4,8.75,7.0,4.25,6.67,,,,,
64002096,8.4,6.75,9.4,5.75,8.5,6.25,6.83,,,,,
64002097,6.6,6.0,3.8,6.25,6.75,4.5,5.83,,,,,
64002098,8.0,7.0,6.2,5.25,8.0,5.0,6.08,,,,,
64002099,8.2,4.0,6.4,8.0,8.5,8.5,8.33,,,,,
64002100,6.6,7.25,5.2,,,,,9.25,7.75,8.75,8.58,
64002101,5.2,5.5,3.0,,,,,4.0,4.75,5.0,4.58,
64002102,7.2,6.5,3.4,,,,,7.0,7.25,8.75,7.67,
64002103,8.6,5.75,5.2,6.75,7.0,4.75,6.17,,,,,
64002104,7.6,7.0,4.8,6.75,7.75,8.25,7.58,,,,,
64002105,4.2,4.75,3.4,,,,,6.75,4.75,8.5,6.67,
64002106,5.2,5.0,2.4,,,,,7.25,7.75,8.75,7.92,
64002107,7.4,5.25,2.0,,,,,6.75,4.25,7.5,6.17,
64002108,3.0,3.75,1.8,,,,,4.75,7.25,8.0,6.67,
64002109,8.2,6.0,5.2,7.0,6.5,5.75,6.42,,,,,
64002110,8.2,5.25,2.8,,,,,7.75,8.75,9.5,8.67,
64002111,8.0,3.25,5.6,4.75,8.25,6.5,6.5,,,,,
64002112,8.2,6.5,5.0,5.25,6.5,6.5,6.08,,,,,
64002113,7.2,5.0,3.0,,,,,7.0,7.5,8.0,7.5,
64002114,7.0,6.5,3.4,5.0,7.75,6.5,6.42,,,,,
64002115,4.8,5.0,2.0,,,,,5.5,5.5,6.75,5.92,
64002116,6.4,6.25,3.6,,,,,8.75,7.5,9.5,8.58,
64002117,8.4,5.75,7.8,7.0,5.25,5.0,5.75,,,,,
64002118,6.4,6.5,3.2,5.5,7.0,7.25,6.58,,,,,
64002119,5.6,7.0,7.6,,,,,8.0,6.5,8.75,7.75,
64002120,5.6,5.5,9.2,5.75,4.25,4.25,4.75,,,,,
64002121,7.8,6.25,3.8,5.5,8.0,3.5,5.67,,,,,
64002122,4.0,6.5,2.4,3.75,5.25,3.25,4.08,,,,,
64002123,8.4,4.5,5.6,8.25,8.25,5.5,7.33,,,,,
64002124,4.2,,,,3.0,2.5,,,,,,
64002125,8.0,5.5,4.4,8.0,7.0,5.75,6.92,,,,,
64002126,4.4,6.25,1.8,,,,,6.5,5.0,7.5,6.33,
64002127,8.2,7.5,7.8,5.0,5.0,3.5,4.5,,,,,
64002128,7.6,4.5,5.0,5.75,7.25,3.75,5.58,,,,,
64002129,7.8,5.5,5.0,8.0,7.75,3.5,6.42,,,,,
64002130,6.4,6.75,7.0,,,,,8.25,8.0,8.5,8.25,
64002131,7.4,6.75,4.0,7.75,7.0,4.75,6.5,,,,,
64002132,6.2,7.0,4.2,,,,,5.25,6.25,9.25,6.92,
64002133,7.4,7.25,5.2,4.0,5.5,3.75,4.42,,,,,
64002134,3.0,5.25,2.4,,,,,7.0,6.75,8.0,7.25,
64002135,4.0,6.5,4.6,,,,,7.5,6.25,9.0,7.58,
64002136,8.0,7.75,8.0,,,,,7.25,6.5,8.75,7.5,
64002137,8.4,6.0,1.4,7.25,8.25,4.75,6.75,,,,,
64002138,8.6,7.5,5.2,6.25,8.0,7.5,7.25,,,,,
64002139,6.6,5.75,2.8,5.25,4.5,4.75,4.83,,,,,
64002140,7.6,6.0,4.0,3.75,3.75,5.5,4.33,,,,,
64002141,8.8,5.0,3.4,7.75,6.75,5.0,6.5,,,,,
64002142,5.8,6.25,3.0,,,,,6.25,7.25,8.75,7.42,
64002143,5.4,6.0,8.4,4.5,5.0,3.75,4.42,,,,,
64002144,7.0,8.0,6.0,6.75,6.75,6.25,6.58,,,,,
64002145,7.2,6.25,5.0,,,,,6.5,6.0,8.5,7.0,
64002146,7.4,7.5,5.4,,,,,8.25,8.0,9.25,8.5,
64002147,4.8,5.0,4.6,,,,,5.5,4.75,7.25,5.83,
64002148,4.6,5.5,2.6,,,,,4.25,4.5,8.0,5.58,
64002149,4.8,6.0,3.2,,,,,6.25,5.5,6.5,6.08,
64002150,3.4,6.75,1.2,,,,,7.0,3.5,7.5,6.0,
64002151,5.0,6.0,4.2,,,,,5.75,5.5,6.5,5.92,
64002152,5.6,5.5,4.2,,,,,7.25,6.0,9.5,7.58,
64002153,2.8,6.25,2.4,,,,,6.5,4.75,7.75,6.33,
64002154,,7.0,,,,,,6.75,8.25,,,
64002155,3.0,4.5,3.2,,,,,4.75,5.5,7.0,5.75,
64002156,5.8,6.0,3.0,,,,,5.75,3.25,7.5,5.5,
64002157,6.0,5.5,3.0,,,,,5.75,5.25,8.0,6.33,
64002158,6.6,6.25,3.8,,,,,7.0,8.75,9.25,8.33,
64002159,3.6,7.5,2.8,,,,,5.25,6.25,8.0,6.5,
64002160,6.6,5.0,,,,,,7.5,7.0,,,
64002161,,7.5,,,,,,9.0,9.25,,,
64002162,4.4,5.5,2.8,,,,,6.25,6.25,8.0,6.83,
64002163,7.2,6.25,3.4,6.75,4.75,3.5,5.0,,,,,
64002164,6.6,4.5,5.4,,,,,5.25,5.75,7.5,6.17,
64002165,5.4,5.92,3.4,,,,,6.5,5.0,8.5,6.67,
64002166,7.2,6.25,3.8,7.0,7.5,4.5,6.33,,,,,
64002167,6.6,5.0,4.0,,,,,5.75,5.75,8.0,6.5,
64002168,5.0,5.25,4.2,,,,,7.75,8.25,8.25,8.08,
64002169,5.8,6.0,4.0,,,,,5.75,8.0,8.5,7.42,
64002170,8.6,7.5,8.4,7.75,8.0,5.0,6.92,,,,,
64002171,3.6,5.75,1.6,,,,,7.25,5.25,7.25,6.58,
64002172,5.0,5.5,4.0,,,,,5.5,6.5,8.5,6.83,
64002173,2.2,6.25,3.8,,,,,6.5,7.25,8.25,7.33,
64002174,2.4,5.0,,,,,,4.5,4.75,,,
64002175,6.8,6.0,5.2,,,,,6.5,7.5,9.0,7.67,
64002176,5.6,5.5,1.6,,,,,5.25,4.75,7.75,5.92,
64002177,5.6,5.0,2.8,5.0,5.0,3.25,4.42,,,,,
64002178,8.4,6.25,7.2,7.75,8.0,7.75,7.83,,,,,
